Index,Acreage_data Page,Pop_data Page,STATE/SUPERINTENDENCY,TRIBE,AGENCY,RESERVATION,YEAR,POPULATION,ACREAGE,SCHOOL,N_STUDENTS,DAY Y/N/B,BOARDING_N_ACC,DAY_N_ACC,STUDENTS_ENROLL,AVG_ATTENDANCE,N_MISSIONARIES,ARCHIVE NOTES,,
,,,North Dakota,,Fort Berthold Agency,,1903,NA,NA,Mission Home Boarding,,N,45,,29,26,,,,
,,,North Dakota,,Standing Rock Agency,,1903,NA,NA,Standing Rock Boarding,,N,136,,175,143,,,,
,,,North Dakota,,Standing Rock Agency,,1903,NA,NA,Agricultural Boarding,,N,100,,136,129,,,,
,,,North Dakota,,Standing Rock Agency,,1903,NA,NA,Grand River Boarding,,N,150,,141,126,,,,
,,,North Dakota,,Standing Rock Agency,,1903,NA,NA,Cannon Ball Day,,Y,,40,54,45,,,,
,,,North Dakota,,Standing Rock Agency,,1903,NA,NA,Bullhead Day,,Y,,30,30,25,,,,
,,,North Dakota,,Standing Rock Agency,,1903,NA,NA,Porcupine Day,,Y,,40,32,26,,,,
,,,North Dakota,,Standing Rock Agency,,1903,NA,NA,No. 1 Day,,Y,,30,24,21,,,,
,,,North Dakota,,Standing Rock Agency,,1903,NA,NA,No. 2 Day ,,Y,,30,21,17,,,,
,,,North Dakota,,Standing Rock Agency,,1903,NA,NA,St. Elizabeth's Mission Boarding,,N,62,,66,60,,,,
,,,Oklahoma,,,Cheyenne and Arapaho ,1903,NA,NA,Arapaho Boarding,,N,150,,130,121,,,,
,,,Oklahoma,,,Cheyenne and Arapaho ,1903,NA,NA,Cheyenne Boarding,,N,140,,162,144,,,,
,,,Oklahoma,,,Cheyenne and Arapaho ,1903,NA,NA,Cantonment Boarding,,N,120,,100,88,,,,
,,,Oklahoma,,,Cheyenne and Arapaho ,1903,NA,NA,Red Moon Boarding,,N,75,,39,34,,,,
,,,Oklahoma,,,Cheyenne and Arapaho ,1903,NA,NA,Seger Boarding,,N,150,,134,118,,,,
,,,Oklahoma,,,Chilocco,1903,NA,NA,Chilocco Training,,N,600,,665,624,,,,
,,,Oklahoma,,Kiowa Agency,,1903,,,,,,,,,,,,,
,,,Oklahoma,,Kiowa Agency,,1903,NA,NA,Fort Sill Boarding,,N,150,,175,162,,,,
,,,Oklahoma,,Kiowa Agency,,1903,NA,NA,Rainy Mountain Boarding,,N,100,,114,101,,,,
,,,Oklahoma,,Kiowa Agency,,1903,NA,NA,Riverside Boarding,,N,150,,167,161,,,,
,,,Oklahoma,,Kiowa Agency,,1903,NA,NA,Cache Creek Boarding,,N,50,,49,47,,,,
,,,Oklahoma,,Kiowa Agency,,1903,NA,NA,Mary Gregory Memorial Boarding,,N,60,,26,19,,,,
,,,Oklahoma,,Kiowa Agency,,1903,NA,NA,Methvin Boarding,,N,80,,44,37,,,,
,,,Oklahoma,,Kiowa Agency,,1903,NA,NA,St. Patrick's Boarding,,N,125,,65,61,,,,
,,,Oklahoma,,Osage Agency,,1903,NA,NA,,,,,,,,,,,
,,,Oklahoma,,Osage Agency,,1903,NA,NA,Kaw Boarding,,N,44,,43,37,,,,
,,,Oklahoma,,Osage Agency,,1903,NA,NA,Osage Boarding,,N,180,,164,144,,,,
,,,Oklahoma,,Osage Agency,,1903,NA,NA,St. John's Boarding,,N,150,,41,39,,,,
,,,Oklahoma,,Osage Agency,,1903,NA,NA,St. Louis Boarding,,N,125,,80,64,,,,
,,,Oklahoma,,"Ponca, Otoe, and Oakland Agency",,1903,,,,,,,,,,,,,
,,,Oklahoma,,"Ponca, Otoe, and Oakland Agency",,1903,NA,NA,Ponca Boarding,,N,100,,111,103,,,,
,,,Oklahoma,,"Ponca, Otoe, and Oakland Agency",,1903,NA,NA,Otoe Boarding,,N,75,,72,72,,,,
,,,Oklahoma,,"Ponca, Otoe, and Oakland Agency",,1903,NA,NA,Tonkawa Day,,Y,,24,12,9,,,,
,,,Oklahoma,,"Ponca, Otoe, and Oakland Agency",,1903,NA,NA,Pawnee Boarding,,N,130,,150,145,,,,
,,,Oklahoma,,Sox and Fox Agency,,1903,NA,NA,Sauk and Fox Boarding,,N,100,,110,100,,,,
,,,Oklahoma,,,Shawnee,1903,NA,NA,Shawnee Boarding,,N,100,,105,95,,,,
,,,Oklahoma,,,Shawnee,1903,NA,NA,St. Mary's Academy,,N,50,,54,47,,,,
,,,Oklahoma,,,Shawnee,1903,NA,NA,St. Benedict's Academy,,N,50,,42,33,,,,
,,,Oregon,,Grande Ronde,Grand Ronde,1903,,,Grande Ronde Boarding,,N,90,,83,72,,,,
,,,Oregon,,Klamath Agency,,1903,,,Klamath Boarding,,N,110,,117,,,,,
,,,Oregon,,Klamath Agency,,1903,NA,NA,Yainax Boarding,,N,90,,101,96,,,,
,,,Oregon,,,Siletz Reserve,1903,NA,NA,Siletz Boarding,,N,100,,54,45,,,,
,,,Oregon,,,Umatilla Reserve,1903,NA,NA,Umatilla Boarding,,N,125,,113,83,,,,
,,,Oregon,,,Umatilla Reserve,1903,NA,NA,Kate Drexel Boarding,,N,150,,76,60,,,,
,,,Oregon,,,Warm Springs Reserve,1903,NA,NA,Warm Springs Boarding,,N,150,,112,95,,,,
,,,Oregon,,,Chemawa,1903,NA,NA,Salem Training,,N,550,,670,613,,,,
,,,Oregon,,,Coos County ,1903,NA,NA,"Public Day, District No. 60",,Y,,NA,6,2,,,,
,,,Pennsylvania,,,Carlisle,1903,NA,NA,Carlisle Training,,N,950,,1074,963,,,,
,,,Pennsylvania,,,Philadelphia,1903,NA,NA,Lincoln Institute,,N,70,,53,40,,,,
,,,South Dakota,,Crow Creek Agency,,1903,,,Crow Creek Boarding,,N,140,,122,94,,,,
,,,South Dakota,,Crow Creek Agency,,1903,NA,NA,Grace Boarding,,N,41,,24,20,,,,
,,,South Dakota,,Crow Creek Agency,,1903,NA,NA,Immaculate Conception Boarding,,N,75,,67,60,,,,
,,,South Dakota,,Cheyenne River Agency,,1903,,,Cheyenne River Boarding,,N,125,,143,134,,,,
,,,South Dakota,,Cheyenne River Agency,,1903,NA,NA,No. 5 Day ,,Y,,25,25,22,,,,
,,,South Dakota,,Cheyenne River Agency,,1903,NA,NA,No. 7 Day ,,Y,,25,29,25,,,,
,,,South Dakota,,Cheyenne River Agency,,1903,NA,NA,No. 8 Day,,Y,,25,30,28,,,,
,,,South Dakota,,Cheyenne River Agency,,1903,NA,NA,Oahe Boarding,,N,50,,31,26,,,,
,,,South Dakota,,Cheyenne River Agency,,1903,NA,NA,Plum Creek Boarding,,N,10,,10,10,,,,
,,,South Dakota,,Lower Brule Agency,,1903,,,Lower Brule Boarding,,N,140,,95,92,,,,
,,,,,,,1903,,,,,,,,,,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,,,Pine Ridge Boarding,,N,220,,242,214,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,Holy Rosary Boarding,,N,200,,187,174,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 2 Day ,,Y,,35,21,17,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 3 Day ,,Y,,35,24,18,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 4 Day ,,Y,,35,26,23,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 5 Day ,,Y,,35,37,31,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 6 Day ,,Y,,35,28,24,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 7 Day ,,Y,,35,47,33,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 8 Day ,,Y,,35,24,19,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 9 Day ,,Y,,35,36,27,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 10 Day ,,Y,,35,32,31,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 11 Day,,Y,,35,35,22,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 12 Day ,,Y,,35,20,19,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No.13 Day ,,Y,,35,24,18,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 14 Day ,,Y,,35,22,20,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 15 Day ,,Y,,35,23,17,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 16 Day ,,Y,,35,29,22,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 17 Day ,,Y,,35,23,20,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 18 Day ,,Y,,35,29,26,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 19 Day ,,Y,,35,25,21,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 20 Day ,,Y,,35,30,25,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 21 Day ,,Y,,35,25,18,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 22 Day ,,Y,,35,23,19,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 23 Day ,,Y,,35,23,21,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 24 Day ,,Y,,35,27,20,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 25 DAy ,,Y,,35,27,22,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 26 Day,,Y,,35,26,23,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 27 Day ,,Y,,35,35,33,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 28 Day ,,Y,,35,28,24,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 29 Day ,,Y,,35,26,19,,,,
,,,South Dakota,,Pine Ridge Agency,,1903,NA,NA,No. 31 Day ,,Y,,35,18,15,,,,
,,,South Dakota,,Rosebud Agency,,1903, , ,Rosebud Boarding,,N,168, ,155,143,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,St. Francis Mission Boarding,,N,250,,240,223,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,St. Mary's Mission Boarding,,N,55,,48,45,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Black Pipe Day ,,Y,,25,31,26,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Big White River Day ,,Y,,30,20,16,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Bull Creek Day,,Y,,30,23,21,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Butte Creek Day ,,Y,,29,18,17,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Corn Creek Day ,,Y,,23,31,30,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Cut Meat Creek Day ,,Y,,28,29,25,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,He Dog's Camp Day ,,Y,,29,29,24,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Ironwood Creek Day ,,Y,,30,32,30,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Little Crow's Camp Day ,,Y,,28,15,14,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Little White River Day ,,Y,,23,25,24,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Lower Cut Meat Creek Day ,,Y,,28,17,16,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Milk's Camp Day ,,Y,,30,29,22,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Oak Creek Day ,,Y,,30,27,24,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Pine Creek Day,,Y,,25,26,21,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Red Leaf's Camp Day ,,Y,,23,24,23,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Ring Thunder Camp Day,,Y,,25,20,18,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Spring Creek Day ,,Y,,29,40,32,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Upper Cut Meat Creek Day,,Y,,28,37,32,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Upper Pine Creek Day,,Y,,27,11,11,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,White Thunder Creek Day,,Y,,27,22,20,,,,
,,,South Dakota,,Rosebud Agency,,1903,NA,NA,Whirlwind Soldier's Camp Day,,Y,,31,26,24,,,,
,,,South Dakota,,Sisseton Agency,,1903,,,Sisseton Boarding,,N,100,,139,119,,,,
,,,South Dakota,,Sisseton Agency,,1903,N,N,Good Will Mission Boarding,,N,90,,59,51,,,,
,,,South Dakota,,,Yankton Reserve,1903,,,Yankton Boarding,,N,150,,171,153,,,,
,,,South Dakota,,,Flandreau ,1903,NA,NA,Riggs Institute,,N,350,,399,364,,,,
,,,South Dakota,,,Pierre ,1903,NA,NA,Pierre Training,,N,150,,158,139,,,,
,,,South Dakota,,,Chamberlain,1903,NA,NA,Chamberlain Training,,N,125,,162,129,,,,
,,,South Dakota,,,Rapid City,1903,NA,NA,Rapid City Training,,N,125,,119,116,,,,
,,,South Dakota,,,Stanley County ,1903,NA,NA,"Public Day, Independence District",,Y,,NA,18,11,,,,
,,,Utah,,Uintah and Ouray Agency,,1903,,,,,,,,,,,,,
,,,Utah,,Uintah and Ouray Agency,,1903,NA,NA,Uintah Boarding,,N,85,,106,91,,,,
,,,Utah,,Uintah and Ouray Agency,,1903,NA,NA,Ouray Boarding,,N,80,,68,52,,,,
,,,Utah,,,St. George,1903,NA,NA,Southern Utah Boarding,,N,35,,34,28,,,,
,,,Virginia,,,Hampton,1903,NA,NA,Hampton Normal and Agricultural Institute,,N,150,,101,88,,,,
,,,Washington,,Colville Agency,,1903,,,Colville Boarding,,N,200,,234,209,,,,
,,,Washington,,Colville Agency,,1903,NA,NA,Colville Mission Boarding,,N,80,,69,55,,,,
,,,Washington,,,Coeur d'Alene Reserve,1903,NA,NA,De Smet Misson Boarding,,N,150,,80,67,,,,
,,,Washington,,,Neah Bay Reserve,1903,NA,NA,Neah Bay Day,,Y,,56,57,38,,,,
,,,Washington,,,Neah Bay Reserve,1903,NA,NA,Quileute Day,,Y,,60,47,30,,,,
,,,Washington,,,Puyallup Reserve,1903,NA,NA,Puyallup Boarding,,N,125,,116,82,,,,
,,,Washington,,,Puyallup Reserve,1903,NA,NA,Chehalis Day,,Y,,40,20,10,,,,
,,,Washington,,,Puyallup Reserve,1903,NA,NA,Quinaielt Day,,Y,,30,28,20,,,,
,,,Washington,,,Puyallup Reserve,1903,NA,NA,Skokomish Day ,,Y,,40,38,14,,,,
,,,Washington,,,Puyallup Reserve,1903,NA,NA,Jamestown Day,,Y,,30,24,11,,,,
,,,Washington,,,Puyallup Reserve,1903,NA,NA,Port Gamble Day,,Y,,26,22,10,,,,
,,,Washington,,,Puyallup Reserve,1903,NA,NA,St. George's Boarding,,N,80,,73,50,,,,
,,,Washington,,,Tulalip Reserve,1903,NA,NA,Lummi Day,,Y,,32,34,15,,,,
,,,Washington,,,Tulalip Reserve,1903,NA,NA,Swiniomish Day ,,Y,,50,56,50,,,,
,,,Washington,,,Tulalip Reserve,1903,NA,NA,Port Madison Day,,Y,,30,54,26,,,,
,,,Washington,,,Yakima Reserve,1903,,,Yakima Boarding,,N,150,,137,91,,,,
,,,Wisconsin,,Green Bay Agency ,,1903,,,Green Bay Boarding (Menomonee),,N,140,,142,117,,,,
,,,Wisconsin,,Green Bay Agency ,,1903,NA,NA,St. Joseph's Boarding,,N,170,,187,159,,,,
,,,Wisconsin,,Green Bay Agency ,,1903,NA,NA,Stockbridge Day ,,Y,,40,42,24,,,,
,,,Wisconsin,,Green Bay Agency ,,1903,NA,NA,Lutheran Mission Day ,,Y,,40,11,6,,,,
,,,Wisconsin,,,Oneida Reserve,1903,NA,NA,Oneida Boarding,,N,200,,202,190,,,,
,,,Wisconsin,,,Oneida Reserve,1903,NA,NA,Oneida Day No. 1,,Y,,32,34,20,,,,
,,,Wisconsin,,La Pointe Agency,,1903,,,,,,,,,,,,,
,,,Wisconsin,,La Pointe Agency,,1903,NA,NA,Bayfield Boarding,,N,50,,59,38,,,,
,,,Wisconsin,,La Pointe Agency,,1903,NA,NA,St. Mary's Boarding (Bad River Reservation),,N,100,,90,90,,,,
,,,Wisconsin,,La Pointe Agency,,1903,NA,NA,Lac du Flambeau Boarding,,N,150,,173,160,,,,
,,,Wisconsin,,La Pointe Agency,,1903,NA,NA,Fond du Lac Day,,Y,,30,33,21,,,,
,,,Wisconsin,,La Pointe Agency,,1903,NA,NA,Grand Portage Day ,,Y,,30,27,21,,,,
,,,Wisconsin,,La Pointe Agency,,1903,NA,NA,Lac Court Oreilles Day ,,Y,,58,57,30,,,,
,,,Wisconsin,,La Pointe Agency,,1903,NA,NA,Nett Lake Day ,,Y,,16,21,12,,,,
,,,Wisconsin,,La Pointe Agency,,1903,NA,NA,Normantown Day,,Y,,42,23,8,,,,
,,,Wisconsin,,La Pointe Agency,,1903,NA,NA,Odanah Day ,,Y,,93,110,70,,,,
,,,Wisconsin,,La Pointe Agency,,1903,NA,NA,Redcliff Day ,,Y,,50,32,24,,,,
,,,Wisconsin,,La Pointe Agency,,1903,NA,NA,Vermilion Lake Boarding,,N,150,,76,60,,,,
,,,Wisconsin,,La Pointe Agency,,1903,NA,NA,Hayward Boarding,,N,150,,179,165,,,,
,,,Wisconsin,,,Wittenberg,1903,NA,NA,Wittenberg Boarding,,N,100,,113,104,,,,
,,,Wisconsin,,,Tomah,1903,NA,NA,Tomah Boarding,,N,225,,258,230,,,,
,,,Wisconsin,,,Ashland County,1903,NA,NA,"Public Day, District No. 1",,Y,,NA,13,5,,,,
,,,Wyoming,,Shoshoni Agency,,1903,,,,,,,,,,,,,
,,,Wyoming,,Shoshoni Agency,,1903,NA,NA,Wind River Boarding,,N,180,,153,146,,,,
,,,Wyoming,,Shoshoni Agency,,1903,NA,NA,St. Stephen's Boarding,,N,90,,71,63,,,,
,,,Wyoming,,Shoshoni Agency,,1903,NA,NA,Shoshoni Mission Boarding,,N,20,,16,14,,,,
,,,Wyoming,,Shoshoni Agency,,1903,NA,NA,Big Wind River Day,,Y,,21,19,17,,,,
,,,Arizona,,,Colorado River Reserve,1904,,,Colorado River Boarding,,N,100,,121,114,,,,
,,,Arizona,,,Fort Mojave ,1904,NA,NA,Fort Mojave Training,,N,200,,230,211,,,,
,,,Arizona,,,Moqui Reservation,1904,NA,NA,Moqui (Hopi) Boarding,,N,160,,211,191,,,,
,,,Arizona,,,Moqui Reservation,1904,NA,NA,Western Navajo Boarding,,N,100,,151,137,,,,
,,,Arizona,,,Moqui Reservation,1904,NA,NA,Oraibi Day,,Y,,150,168,159,,,,
,,,Arizona,,,Moqui Reservation,1904,NA,NA,Polacco Day ,,Y,,50,39,35,,,,
,,,Arizona,,,Moqui Reservation,1904,NA,NA,Second Mesa DAy,,Y,,90,90,79,,,,
,,,Arizona,,,Walapai (Hualapai) Reservation,1904,NA,NA,Truxton Canyon Boarding,,N,150,,161,152,,,,
,,,Arizona,,,Walapai (Hualapai) Reservation,1904,NA,NA,Havasupai Boarding,,N,50,,65,39,,,,
,,,Arizona,,,Navaho Reservation,1904,NA,NA,Navaho Mission Boarding,,N,20,,10,6,,school: not included in totals; too late for tabulation,,
,,,Arizona,,,Navaho Reservation,1904,NA,NA,Navaho Boarding,,N,180,,245,194,,,,
,,,Arizona,,,Navaho Reservation,1904,NA,NA,Little Water Boarding,,N,125,,142,117,,,,
,,,Arizona,,,Navaho Reservation,1904,NA,NA,St. Michael's Mission Boarding,,N,85,,84,80,,school: not included in totals; too late for tabulation,,
,,,Arizona,,,,1904,NA,NA,Phoenix Training,,N,700,,792,,,,,
,,,Arizona,,,Pima Reservation ,1904,NA,NA,Pima Boarding,,N,250,,281,254,,,,
,,,Arizona,,,Pima Reservation ,1904,NA,NA,Black Water Day ,,Y,,40,37,28,,,,
,,,Arizona,,,Pima Reservation ,1904,NA,NA,Casa Blanca Day,,Y,,40,49,39,,,,
,,,Arizona,,,Pima Reservation ,1904,NA,NA,Gila Crossing Day,,Y,,40,39,28,,,,
,,,Arizona,,,Pima Reservation ,1904,NA,NA,Lehi Day ,,Y,,40,36,31,,,,
,,,Arizona,,,Pima Reservation ,1904,NA,NA,Maricopa Day ,,Y,,40,40,39,,,,
,,,Arizona,,,Pima Reservation ,1904,NA,NA,Salt River Day,,Y,,40,50,37,,,,
,,,Arizona,,,Pima Reservation ,1904,NA,NA,San Xavier Mission Day,,Y,,125,110,100,,,,
,,,Arizona,,,Pima Reservation ,1904,NA,NA,St. John's Mission Day,,Y,,140,148,135,,,,
,,,Arizona,,,San Carlos Reservation,1904,,,San Carlos Boarding,,N,100,,112,110,,,,
,,,Arizona,,,Fort Apache Reservation,1904,,,Fort Apache Boarding,,N,150,,143,137,,,,
,,,Arizona,,,Fort Apache Reservation,1904,,,Fort Apache Mission Day,,Y,,60,24,20,,school: not included in totals; too late for tabulation,,
,,,Arizona,,,Fort Apache Reservation,1904,,,Cibicu Day,,Y,,45,43,33,,,,
,,,Arizona,,,Camp McDowell,1904,,,Camp McDowell Day,,Y,,25,21,15,,,,
,,,Arizona,,,Tucson,1904,,,Tucson Boarding,,N,150,,150,140,,,,
,,,Arizona,,,Rice Station,1904,,,Rice Station Boarding,,N,200,,216,210,,,,
,,,California,,,Fort Yuma Reservation,1904,,,Yuma Boarding,,N,180,,143,134,,,,
,,,California,,,Hoopa Valley Reservation,1904,,,Hoopa Valley Boarding,,N,160,,138,116,,,,
,,,California,,,Round Valley Reservation,1904,,,Round Valley Boarding,,N,125,,106,100,,,,
,,,California,,,Greenville ,1904,,,Greenville Training,,N,90,,90,72,,,,
,,,California,,,Fort Bidwell ,1904,,,Fort Bidwell Training,,N,100,,78,58,,,,
,,,California,,,Riverside,1904,,,Riverside Training,,N,400,,638,508,,,,
,,,California,,,Pala,1904,,,Agua Caliente Day,,Y,,28,30,16,,,,
,,,California,,,Pala,1904,,,Capitan Grande Day,,Y,,30,13,11,,,,
,,,California,,,Pala,1904,,,Coahuila Day,,Y,,24,2,1,,,,
,,,California,,,Pala,1904,,,La Jolla Day,,Y,,30,28,16,,,,
,,,California,,,Pala,1904,,,Mesa Grande,,Y,,24,22,12,,,,
,,,California,,,Pala,1904,,,Pechanga,,Y,,32,20,15,,,,
,,,California,,,Pala,1904,,,Rincon,,Y,,25,24,17,,,,
,,,California,,,San Jacinto,1904,,,Martinez Day,,Y,,28,24,15,,,,
,,,California,,,San Jacinto,1904,,,Potrero Day,,Y,,28,33,16,,,,
,,,California,,,San Jacinto,1904,,,Saboba Day ,,Y,,32,20,15,,,,
,,,California,,,San Jacinto,1904,,,Tule River Day,,Y,,32,28,8,,,,
,,,California,,,,1904,,,Big Pine Day,,Y,,30,28,17,,,,
,,,California,,,,1904,,,Bishop Day,,Y,,50,59,28,,,,
,,,California,,,,1904,,,Independence Day,,Y,,28,20,11,,,,
,,,California,,,,1904,,,Manchester Day,,Y,,40,19,10,,,,
,,,California,,,,1904,,,Ukiah Day,,Y,,24,14,8,,,,
,,,California,,,,1904,,,Upper Lake Day,,Y,,30,18,9,,,,
,,,California,,,,1904,,,San Diego Industrial Boarding,,N,150,,78,77,,,,
,,,California,,,Banning,1904,,,St. Boniface's Boarding,,N,150,,151,123,,,,
,,,California,,,Kelseyville,1904,,,St. Turibius Day,,Y,,15,10,10,,,,
,,,Colorado,,,,1904,,,Grand Junction Training,,N,200,,188,171,,,,
,,,Colorado,,,,1904,,,Fort Lewis Training,,N,300,,175,151,,,,
,,,Colorado,,,Southern Ute Reservation,1904,,,Southern Ute Boarding,,N,70,,76,53,,,,
,,,Idaho,,,Fort Hall Reservation ,1904,,,Fort Hall Boarding,,N,150,,189,178,,,,
,,,Idaho,,,Lemhi Reservation ,1904,,,Lemhi Boarding,,N,70,,88,77,,,,
,,,Idaho,,,,1904,,,Fort Lapwai Boarding,,N,150,,139,99,,,,
,,,Indian Territory,,,Quapaw Reservation,1904,,,Seneca Training,,N,120,,167,137,,,,
,,,Iowa,,,Sox and Fox Reservation,1904,,,Sauk and Fox Boarding,,N,75,,91,72,,,,
,,,Kansas,,,Potawatomi Reservation,1904,,,Potawatomi Boarding,,N,80,,114,92,,,,
,,,Kansas,,,Kickapoo Reservation,1904,,,Kickapoo Boarding,,N,60,,104,83,,,,
,,,Kansas,,,Kickapoo Reservation,1904,,,Great Nemaha Day,,Y,,30,23,11,,,,
,,,Kansas,,,Kickapoo Reservation,1904,,,Sauk and Fox Day,,Y,,33,16,7,,,,
,,,Kansas,,,Lawrence,1904,,,Haskell Institute,,N,700,,915,773,,,,
,,,Michigan,,,Baraga,1904,,,Chippewa Boarding,,N,140,,19,14,,,,
,,,Michigan,,,,1904,,,Bay Mills Day,,Y,,32,33,21,,,,
,,,Michigan,,,,1904,,,Harbor Springs Boarding,,N,150,,130,123,,,,
,,,Michigan,,,Lapeer County ,1904,,,"Public Day, District No. 9",,Y,,NA,4,3,,,,
,,,Michigan,,,,1904,,,Mount Pleasant Training,,N,300,,320,286,,,,
,,,Minnesota,,,,1904,,,Morris Training,,N,160,,177,165,,,,
,,,Minnesota,,,,1904,,,Pipestone Training,,N,200,,155,136,,,,
,,,Minnesota,,White Earth Agency,,1904,,,White Earth Boarding,,N,134,,171,150,,,,
,,,Minnesota,,White Earth Agency,,1904,NA,NA,White Earth Day ,,Y,,40,38,20,,,,
,,,Minnesota,,White Earth Agency,,1904,NA,NA,Pine Point Boarding,,N,75,,88,82,,,,
,,,Minnesota,,White Earth Agency,,1904,NA,NA,Wild Rice River Boarding,,B,65,,89.2,75 + 10,,,,
,,,Minnesota,,White Earth Agency,,1904,NA,NA,St. Benedict's Orphan Mission Boarding,,N,150,,103,99,,,,
,,,Minnesota,,White Earth Agency,,1904,NA,NA,Pembina Day,,Y,,30,29,16,,,,
,,,Minnesota,,White Earth Agency,,1904,NA,NA,Porterville Day,,Y,,24,29,18,,,,
,,,Minnesota,,Leech Lake Agency,,1904,,,,,,,,,,,,,
,,,Minnesota,,Leech Lake Agency,,1904,NA,NA,Bena Boarding,,N,40,,55,47,,,,
,,,Minnesota,,Leech Lake Agency,,1904,NA,NA,Cass Lake Boarding,,N,40,,50,42,,,,
,,,Minnesota,,Leech Lake Agency,,1904,NA,NA,Cross Lake Boarding,,N,50,,65,46,,,,
,,,Minnesota,,Leech Lake Agency,,1904,NA,NA,Leech Lake Boarding,,B,60,,94.26,84 + 21,,,,
,,,Minnesota,,Leech Lake Agency,,1904,NA,NA,Red Lake Boarding,,N,100,,91,70,,,,
,,,Minnesota,,Leech Lake Agency,,1904,NA,NA,"St. Mary's Mission Boarding, Red Lake",,N,80,,89,71,,,,
,,,Minnesota,,,Birch Cooley,1904,NA,NA,Birch Cooley Day,,Y,,40,27,17,,,,
,,,Minnesota,,,,1904,,,Vermilion Lake Boarding,,N,150,,52,42,,,,
,,,Montana,,,,1904,,,Fort Shaw Training,,N,300,,364,313,,,,
,,,Montana,,Blackfeet Agency,,1904,,,Blackfeet Boarding,,N,60,,74,63,,,,
,,,Montana,,Blackfeet Agency,,1904,NA,NA,Holy Family Mission Boarding,,N,150,,91,77,,,,
,,,Montana,,Crow Agency,,1904,,,Crow Boarding,,N,150,,175,169,,,,
,,,Montana,,Crow Agency,,1904,NA,NA,Pryor Creek Boarding,,N,50,,60,57,,,,
