year,STUSPS,ceded_acres,cumulative_ceded,total_acres_2021,prop_ceded
1805,SC,0,19865863.341110565,20077239.999007806,0.9894718269090927
1806,SC,0,19865863.341110565,20077239.999007806,0.9894718269090927
1807,SC,0,19865863.341110565,20077239.999007806,0.9894718269090927
1808,SC,0,19865863.341110565,20077239.999007806,0.9894718269090927
1809,SC,0,19865863.341110565,20077239.999007806,0.9894718269090927
1814,SC,0,19865863.341110565,20077239.999007806,0.9894718269090927
1816,SC,129015.90211392743,19994879.24322449,20077239.999007806,0.9958978048881526
1817,SC,384.08419916994853,19995263.327423662,20077239.999007806,0.995916935216783
1818,SC,0,19995263.327423662,20077239.999007806,0.995916935216783
1819,SC,81976.67158420925,20077239.99900787,20077239.999007806,1
1820,SC,0,20077239.99900787,20077239.999007806,1
1821,SC,0,20077239.99900787,20077239.999007806,1
1823,SC,0,20077239.99900787,20077239.999007806,1
1824,SC,0,20077239.99900787,20077239.999007806,1
1825,SC,0,20077239.99900787,20077239.999007806,1
1826,SC,0,20077239.99900787,20077239.999007806,1
1827,SC,0,20077239.99900787,20077239.999007806,1
1828,SC,0,20077239.99900787,20077239.999007806,1
1829,SC,0,20077239.99900787,20077239.999007806,1
1830,SC,0,20077239.99900787,20077239.999007806,1
1831,SC,0,20077239.99900787,20077239.999007806,1
1832,SC,0,20077239.99900787,20077239.999007806,1
1833,SC,0,20077239.99900787,20077239.999007806,1
1835,SC,0,20077239.99900787,20077239.999007806,1
1836,SC,0,20077239.99900787,20077239.999007806,1
1837,SC,0,20077239.99900787,20077239.999007806,1
1838,SC,0,20077239.99900787,20077239.999007806,1
1839,SC,0,20077239.99900787,20077239.999007806,1
1842,SC,0,20077239.99900787,20077239.999007806,1
1846,SC,0,20077239.99900787,20077239.999007806,1
1847,SC,0,20077239.99900787,20077239.999007806,1
1848,SC,0,20077239.99900787,20077239.999007806,1
1851,SC,0,20077239.99900787,20077239.999007806,1
1852,SC,0,20077239.99900787,20077239.999007806,1
1853,SC,0,20077239.99900787,20077239.999007806,1
1854,SC,0,20077239.99900787,20077239.999007806,1
1855,SC,0,20077239.99900787,20077239.999007806,1
1856,SC,0,20077239.99900787,20077239.999007806,1
1857,SC,0,20077239.99900787,20077239.999007806,1
1858,SC,0,20077239.99900787,20077239.999007806,1
1859,SC,0,20077239.99900787,20077239.999007806,1
1860,SC,0,20077239.99900787,20077239.999007806,1
1861,SC,0,20077239.99900787,20077239.999007806,1
1863,SC,0,20077239.99900787,20077239.999007806,1
1864,SC,0,20077239.99900787,20077239.999007806,1
1865,SC,0,20077239.99900787,20077239.999007806,1
1866,SC,0,20077239.99900787,20077239.999007806,1
1867,SC,0,20077239.99900787,20077239.999007806,1
1868,SC,0,20077239.99900787,20077239.999007806,1
1869,SC,0,20077239.99900787,20077239.999007806,1
1870,SC,0,20077239.99900787,20077239.999007806,1
1871,SC,0,20077239.99900787,20077239.999007806,1
1872,SC,0,20077239.99900787,20077239.999007806,1
1873,SC,0,20077239.99900787,20077239.999007806,1
1874,SC,0,20077239.99900787,20077239.999007806,1
1875,SC,0,20077239.99900787,20077239.999007806,1
1876,SC,0,20077239.99900787,20077239.999007806,1
1877,SC,0,20077239.99900787,20077239.999007806,1
1878,SC,0,20077239.99900787,20077239.999007806,1
1879,SC,0,20077239.99900787,20077239.999007806,1
1880,SC,0,20077239.99900787,20077239.999007806,1
1881,SC,0,20077239.99900787,20077239.999007806,1
1882,SC,0,20077239.99900787,20077239.999007806,1
1883,SC,0,20077239.99900787,20077239.999007806,1
1884,SC,0,20077239.99900787,20077239.999007806,1
1886,SC,0,20077239.99900787,20077239.999007806,1
1887,SC,0,20077239.99900787,20077239.999007806,1
1888,SC,0,20077239.99900787,20077239.999007806,1
1889,SC,0,20077239.99900787,20077239.999007806,1
1890,SC,0,20077239.99900787,20077239.999007806,1
1891,SC,0,20077239.99900787,20077239.999007806,1
1892,SC,0,20077239.99900787,20077239.999007806,1
1893,SC,0,20077239.99900787,20077239.999007806,1
1784,SD,0,0,49808066.40558712,0
1785,SD,0,0,49808066.40558712,0
1788,SD,0,0,49808066.40558712,0
1790,SD,0,0,49808066.40558712,0
1791,SD,0,0,49808066.40558712,0
1794,SD,0,0,49808066.40558712,0
1795,SD,0,0,49808066.40558712,0
1796,SD,0,0,49808066.40558712,0
1797,SD,0,0,49808066.40558712,0
1798,SD,0,0,49808066.40558712,0
1801,SD,0,0,49808066.40558712,0
1802,SD,0,0,49808066.40558712,0
1803,SD,0,0,49808066.40558712,0
1804,SD,0,0,49808066.40558712,0
1805,SD,0,0,49808066.40558712,0
1806,SD,0,0,49808066.40558712,0
1807,SD,0,0,49808066.40558712,0
1808,SD,0,0,49808066.40558712,0
1809,SD,0,0,49808066.40558712,0
1814,SD,0,0,49808066.40558712,0
1816,SD,0,0,49808066.40558712,0
1817,SD,0,0,49808066.40558712,0
1818,SD,0,0,49808066.40558712,0
1819,SD,0,0,49808066.40558712,0
1820,SD,0,0,49808066.40558712,0
1821,SD,0,0,49808066.40558712,0
1823,SD,0,0,49808066.40558712,0
1824,SD,0,0,49808066.40558712,0
1825,SD,0,0,49808066.40558712,0
1826,SD,0,0,49808066.40558712,0
1827,SD,0,0,49808066.40558712,0
1828,SD,0,0,49808066.40558712,0
1829,SD,0,0,49808066.40558712,0
1830,SD,438.20311194928655,438.20311194928655,49808066.40558712,8.79783423795251e-6
1831,SD,0,438.20311194928655,49808066.40558712,8.79783423795251e-6
1832,SD,0,438.20311194928655,49808066.40558712,8.79783423795251e-6
1833,SD,0,438.20311194928655,49808066.40558712,8.79783423795251e-6
1835,SD,0,438.20311194928655,49808066.40558712,8.79783423795251e-6
1836,SD,0,438.20311194928655,49808066.40558712,8.79783423795251e-6
1837,SD,0,438.20311194928655,49808066.40558712,8.79783423795251e-6
1838,SD,0,438.20311194928655,49808066.40558712,8.79783423795251e-6
1839,SD,0,438.20311194928655,49808066.40558712,8.79783423795251e-6
1842,SD,0,438.20311194928655,49808066.40558712,8.79783423795251e-6
1846,SD,0,438.20311194928655,49808066.40558712,8.79783423795251e-6
1847,SD,0,438.20311194928655,49808066.40558712,8.79783423795251e-6
1848,SD,0,438.20311194928655,49808066.40558712,8.79783423795251e-6
1851,SD,2139035.469500776,2139473.6726127253,49808066.40558712,0.04295436115088246
1852,SD,0,2139473.6726127253,49808066.40558712,0.04295436115088246
1853,SD,0,2139473.6726127253,49808066.40558712,0.04295436115088246
1854,SD,20549.56210907779,2160023.234721803,49808066.40558712,0.043366936133049865
1855,SD,0,2160023.234721803,49808066.40558712,0.043366936133049865
1856,SD,0,2160023.234721803,49808066.40558712,0.043366936133049865
1857,SD,206980.2323579449,2367003.467079748,49808066.40558712,0.047522492597990795
1858,SD,13476386.68230253,15843390.149382278,49808066.40558712,0.3180888416821794
1859,SD,0,15843390.149382278,49808066.40558712,0.3180888416821794
1860,SD,0,15843390.149382278,49808066.40558712,0.3180888416821794
1861,SD,0,15843390.149382278,49808066.40558712,0.3180888416821794
1863,SD,591041.4938869003,16434431.64326918,49808066.40558712,0.32995522270315797
1864,SD,0,16434431.64326918,49808066.40558712,0.32995522270315797
1865,SD,0,16434431.64326918,49808066.40558712,0.32995522270315797
1866,SD,0,16434431.64326918,49808066.40558712,0.32995522270315797
1867,SD,5280109.293157232,21714540.936426412,49808066.40558712,0.4359643427955
1868,SD,438126.0553796967,22152666.99180611,49808066.40558712,0.4447606299633663
1869,SD,0,22152666.99180611,49808066.40558712,0.4447606299633663
1870,SD,0,22152666.99180611,49808066.40558712,0.4447606299633663
1871,SD,0,22152666.99180611,49808066.40558712,0.4447606299633663
1872,SD,0,22152666.99180611,49808066.40558712,0.4447606299633663
1873,SD,9574.099487064712,22162241.091293175,49808066.40558712,0.4449528498220756
1874,SD,0,22162241.091293175,49808066.40558712,0.4449528498220756
1875,SD,5963542.523990721,28125783.615283895,49808066.40558712,0.5646833062391063
1876,SD,7106975.340910971,35232758.95619486,49808066.40558712,0.7073705425401275
1877,SD,0,35232758.95619486,49808066.40558712,0.7073705425401275
1878,SD,0,35232758.95619486,49808066.40558712,0.7073705425401275
1879,SD,70085.7017475643,35302844.65794243,49808066.40558712,0.7087776580297525
1880,SD,0,35302844.65794243,49808066.40558712,0.7087776580297525
1881,SD,0,35302844.65794243,49808066.40558712,0.7087776580297525
1882,SD,18182956.068082504,53485800.72602493,49808066.40558712,1
1883,SD,0,53485800.72602493,49808066.40558712,1
1884,SD,52429.09064247404,53538229.81666741,49808066.40558712,1
1886,SD,0,53538229.81666741,49808066.40558712,1
1887,SD,0,53538229.81666741,49808066.40558712,1
1888,SD,0,53538229.81666741,49808066.40558712,1
1889,SD,19300899.50686034,72839129.32352775,49808066.40558712,1
1890,SD,20170.324479783376,72859299.64800754,49808066.40558712,1
1891,SD,0,72859299.64800754,49808066.40558712,1
1892,SD,0,72859299.64800754,49808066.40558712,1
1893,SD,0,72859299.64800754,49808066.40558712,1
1784,TN,0,0,27051404.218321744,0
1785,TN,3288615.192745391,3288615.192745391,27051404.218321744,0.12156911213200654
1788,TN,0,3288615.192745391,27051404.218321744,0.12156911213200654
1790,TN,0,3288615.192745391,27051404.218321744,0.12156911213200654
1791,TN,2100781.343751317,5389396.536496708,27051404.218321744,0.19922797696566538
1794,TN,0,5389396.536496708,27051404.218321744,0.19922797696566538
1795,TN,3617952.3769015116,9007348.91339822,27051404.218321744,0.33297158405172916
1796,TN,0,9007348.91339822,27051404.218321744,0.33297158405172916
1797,TN,0,9007348.91339822,27051404.218321744,0.33297158405172916
1798,TN,682612.0901684713,9689961.00356669,27051404.218321744,0.35820547152978255
1801,TN,0,9689961.00356669,27051404.218321744,0.35820547152978255
1802,TN,0,9689961.00356669,27051404.218321744,0.35820547152978255
1803,TN,0,9689961.00356669,27051404.218321744,0.35820547152978255
1804,TN,0,9689961.00356669,27051404.218321744,0.35820547152978255
1805,TN,7142128.043252578,16832089.04681927,27051404.218321744,0.6222260741429091
1806,TN,3520216.6933627743,20352305.740182042,27051404.218321744,0.7523567196706763
1807,TN,0,20352305.740182042,27051404.218321744,0.7523567196706763
1808,TN,65343.40394880085,20417649.144130845,27051404.218321744,0.7547722469173005
1809,TN,0,20417649.144130845,27051404.218321744,0.7547722469173005
1814,TN,0,20417649.144130845,27051404.218321744,0.7547722469173005
1816,TN,1821828.5313858392,22239477.675516684,27051404.218321744,0.8221191586222362
1817,TN,253280.4793105426,22492758.154827226,27051404.218321744,0.831482091402598
1818,TN,6415646.837974175,28908404.9928014,27051404.218321744,1
1819,TN,1495562.0928794483,30403967.08568085,27051404.218321744,1
1820,TN,0,30403967.08568085,27051404.218321744,1
1821,TN,0,30403967.08568085,27051404.218321744,1
1823,TN,0,30403967.08568085,27051404.218321744,1
1824,TN,0,30403967.08568085,27051404.218321744,1
1825,TN,0,30403967.08568085,27051404.218321744,1
1826,TN,0,30403967.08568085,27051404.218321744,1
1827,TN,0,30403967.08568085,27051404.218321744,1
1828,TN,0,30403967.08568085,27051404.218321744,1
1829,TN,0,30403967.08568085,27051404.218321744,1
1830,TN,0,30403967.08568085,27051404.218321744,1
1831,TN,0,30403967.08568085,27051404.218321744,1
1832,TN,159749.61508084263,30563716.70076169,27051404.218321744,1
1833,TN,0,30563716.70076169,27051404.218321744,1
1835,TN,873693.1524992377,31437409.853260927,27051404.218321744,1
1836,TN,0,31437409.853260927,27051404.218321744,1
1837,TN,0,31437409.853260927,27051404.218321744,1
1838,TN,0,31437409.853260927,27051404.218321744,1
1839,TN,0,31437409.853260927,27051404.218321744,1
1842,TN,0,31437409.853260927,27051404.218321744,1
1846,TN,0,31437409.853260927,27051404.218321744,1
1847,TN,0,31437409.853260927,27051404.218321744,1
1848,TN,0,31437409.853260927,27051404.218321744,1
1851,TN,0,31437409.853260927,27051404.218321744,1
1852,TN,0,31437409.853260927,27051404.218321744,1
1853,TN,0,31437409.853260927,27051404.218321744,1
1854,TN,0,31437409.853260927,27051404.218321744,1
1855,TN,0,31437409.853260927,27051404.218321744,1
1856,TN,0,31437409.853260927,27051404.218321744,1
1857,TN,0,31437409.853260927,27051404.218321744,1
1858,TN,0,31437409.853260927,27051404.218321744,1
1859,TN,0,31437409.853260927,27051404.218321744,1
1860,TN,0,31437409.853260927,27051404.218321744,1
1861,TN,0,31437409.853260927,27051404.218321744,1
1863,TN,0,31437409.853260927,27051404.218321744,1
1864,TN,0,31437409.853260927,27051404.218321744,1
1865,TN,0,31437409.853260927,27051404.218321744,1
1866,TN,0,31437409.853260927,27051404.218321744,1
1867,TN,0,31437409.853260927,27051404.218321744,1
1868,TN,0,31437409.853260927,27051404.218321744,1
1869,TN,0,31437409.853260927,27051404.218321744,1
1870,TN,0,31437409.853260927,27051404.218321744,1
1871,TN,0,31437409.853260927,27051404.218321744,1
1872,TN,0,31437409.853260927,27051404.218321744,1
1873,TN,0,31437409.853260927,27051404.218321744,1
1874,TN,0,31437409.853260927,27051404.218321744,1
1875,TN,0,31437409.853260927,27051404.218321744,1
1876,TN,0,31437409.853260927,27051404.218321744,1
1877,TN,0,31437409.853260927,27051404.218321744,1
1878,TN,0,31437409.853260927,27051404.218321744,1
1879,TN,0,31437409.853260927,27051404.218321744,1
1880,TN,0,31437409.853260927,27051404.218321744,1
1881,TN,0,31437409.853260927,27051404.218321744,1
1882,TN,0,31437409.853260927,27051404.218321744,1
1883,TN,0,31437409.853260927,27051404.218321744,1
1884,TN,0,31437409.853260927,27051404.218321744,1
1886,TN,0,31437409.853260927,27051404.218321744,1
1887,TN,0,31437409.853260927,27051404.218321744,1
1888,TN,0,31437409.853260927,27051404.218321744,1
1889,TN,0,31437409.853260927,27051404.218321744,1
1890,TN,0,31437409.853260927,27051404.218321744,1
1891,TN,0,31437409.853260927,27051404.218321744,1
1892,TN,0,31437409.853260927,27051404.218321744,1
1893,TN,0,31437409.853260927,27051404.218321744,1
1784,TX,0,0,173146834.99043107,0
1785,TX,0,0,173146834.99043107,0
1788,TX,0,0,173146834.99043107,0
1790,TX,0,0,173146834.99043107,0
1791,TX,0,0,173146834.99043107,0
1794,TX,0,0,173146834.99043107,0
1795,TX,0,0,173146834.99043107,0
1796,TX,0,0,173146834.99043107,0
1797,TX,0,0,173146834.99043107,0
1798,TX,0,0,173146834.99043107,0
1801,TX,0,0,173146834.99043107,0
1802,TX,0,0,173146834.99043107,0
1803,TX,0,0,173146834.99043107,0
1804,TX,0,0,173146834.99043107,0
1805,TX,0,0,173146834.99043107,0
1806,TX,0,0,173146834.99043107,0
1807,TX,0,0,173146834.99043107,0
1808,TX,0,0,173146834.99043107,0
1809,TX,0,0,173146834.99043107,0
1814,TX,0,0,173146834.99043107,0
1816,TX,0,0,173146834.99043107,0
1817,TX,0,0,173146834.99043107,0
1818,TX,36848.259309981964,36848.259309981964,173146834.99043107,2.128150902210738e-4
1819,TX,0,36848.259309981964,173146834.99043107,2.128150902210738e-4
1820,TX,4770.755054752773,41619.014364734736,173146834.99043107,2.4036832303076636e-4
1821,TX,0,41619.014364734736,173146834.99043107,2.4036832303076636e-4
1823,TX,0,41619.014364734736,173146834.99043107,2.4036832303076636e-4
1824,TX,0,41619.014364734736,173146834.99043107,2.4036832303076636e-4
1825,TX,2045.0944988911633,43664.1088636259,173146834.99043107,2.5217965356420747e-4
1826,TX,0,43664.1088636259,173146834.99043107,2.5217965356420747e-4
1827,TX,0,43664.1088636259,173146834.99043107,2.5217965356420747e-4
1828,TX,0,43664.1088636259,173146834.99043107,2.5217965356420747e-4
1829,TX,0,43664.1088636259,173146834.99043107,2.5217965356420747e-4
1830,TX,0,43664.1088636259,173146834.99043107,2.5217965356420747e-4
1831,TX,0,43664.1088636259,173146834.99043107,2.5217965356420747e-4
1832,TX,0,43664.1088636259,173146834.99043107,2.5217965356420747e-4
1833,TX,2045.0944988954386,45709.20336252134,173146834.99043107,2.639909840976732e-4
1835,TX,3871.266306698284,49580.46966921962,173146834.99043107,2.8634926923128384e-4
1836,TX,0,49580.46966921962,173146834.99043107,2.8634926923128384e-4
1837,TX,0,49580.46966921962,173146834.99043107,2.8634926923128384e-4
1838,TX,0,49580.46966921962,173146834.99043107,2.8634926923128384e-4
1839,TX,0,49580.46966921962,173146834.99043107,2.8634926923128384e-4
1842,TX,0,49580.46966921962,173146834.99043107,2.8634926923128384e-4
1846,TX,0,49580.46966921962,173146834.99043107,2.8634926923128384e-4
1847,TX,0,49580.46966921962,173146834.99043107,2.8634926923128384e-4
1848,TX,0,49580.46966921962,173146834.99043107,2.8634926923128384e-4
1851,TX,0,49580.46966921962,173146834.99043107,2.8634926923128384e-4
1852,TX,0,49580.46966921962,173146834.99043107,2.8634926923128384e-4
1853,TX,0,49580.46966921962,173146834.99043107,2.8634926923128384e-4
1854,TX,0,49580.46966921962,173146834.99043107,2.8634926923128384e-4
1855,TX,32077.504255229196,81657.97392444882,173146834.99043107,4.7161112664266503e-4
1856,TX,0,81657.97392444882,173146834.99043107,4.7161112664266503e-4
1857,TX,0,81657.97392444882,173146834.99043107,4.7161112664266503e-4
1858,TX,0,81657.97392444882,173146834.99043107,4.7161112664266503e-4
1859,TX,0,81657.97392444882,173146834.99043107,4.7161112664266503e-4
1860,TX,0,81657.97392444882,173146834.99043107,4.7161112664266503e-4
1861,TX,0,81657.97392444882,173146834.99043107,4.7161112664266503e-4
1863,TX,0,81657.97392444882,173146834.99043107,4.7161112664266503e-4
1864,TX,0,81657.97392444882,173146834.99043107,4.7161112664266503e-4
1865,TX,113933362.69502026,114015020.6689447,173146834.99043107,0.6584874662897865
1866,TX,0,114015020.6689447,173146834.99043107,0.6584874662897865
1867,TX,106800.88610747481,114121821.55505218,173146834.99043107,0.6591042889196277
1868,TX,0,114121821.55505218,173146834.99043107,0.6591042889196277
1869,TX,4519.321613365889,114126340.87666555,173146834.99043107,0.659130390012458
1870,TX,0,114126340.87666555,173146834.99043107,0.659130390012458
1871,TX,0,114126340.87666555,173146834.99043107,0.659130390012458
1872,TX,0,114126340.87666555,173146834.99043107,0.659130390012458
1873,TX,0,114126340.87666555,173146834.99043107,0.659130390012458
1874,TX,0,114126340.87666555,173146834.99043107,0.659130390012458
1875,TX,0,114126340.87666555,173146834.99043107,0.659130390012458
1876,TX,0,114126340.87666555,173146834.99043107,0.659130390012458
1877,TX,0,114126340.87666555,173146834.99043107,0.659130390012458
1878,TX,0,114126340.87666555,173146834.99043107,0.659130390012458
1879,TX,0,114126340.87666555,173146834.99043107,0.659130390012458
1880,TX,0,114126340.87666555,173146834.99043107,0.659130390012458
1881,TX,0,114126340.87666555,173146834.99043107,0.659130390012458
1882,TX,0,114126340.87666555,173146834.99043107,0.659130390012458
1883,TX,0,114126340.87666555,173146834.99043107,0.659130390012458
1884,TX,0,114126340.87666555,173146834.99043107,0.659130390012458
1886,TX,39785641.387181506,153911982.26384705,173146834.99043107,0.8889101684841827
1887,TX,0,153911982.26384705,173146834.99043107,0.8889101684841827
1888,TX,0,153911982.26384705,173146834.99043107,0.8889101684841827
1889,TX,0,153911982.26384705,173146834.99043107,0.8889101684841827
1890,TX,0,153911982.26384705,173146834.99043107,0.8889101684841827
1891,TX,0,153911982.26384705,173146834.99043107,0.8889101684841827
1892,TX,0,153911982.26384705,173146834.99043107,0.8889101684841827
1893,TX,0,153911982.26384705,173146834.99043107,0.8889101684841827
1784,UT,0,0,54370523.9552325,0
1785,UT,0,0,54370523.9552325,0
1788,UT,0,0,54370523.9552325,0
1790,UT,0,0,54370523.9552325,0
1791,UT,0,0,54370523.9552325,0
1794,UT,0,0,54370523.9552325,0
1795,UT,0,0,54370523.9552325,0
1796,UT,0,0,54370523.9552325,0
1797,UT,0,0,54370523.9552325,0
1798,UT,0,0,54370523.9552325,0
1801,UT,0,0,54370523.9552325,0
1802,UT,0,0,54370523.9552325,0
1803,UT,0,0,54370523.9552325,0
1804,UT,0,0,54370523.9552325,0
1805,UT,0,0,54370523.9552325,0
1806,UT,0,0,54370523.9552325,0
1807,UT,0,0,54370523.9552325,0
1808,UT,0,0,54370523.9552325,0
1809,UT,0,0,54370523.9552325,0
1814,UT,0,0,54370523.9552325,0
1816,UT,0,0,54370523.9552325,0
1817,UT,0,0,54370523.9552325,0
1818,UT,0,0,54370523.9552325,0
1819,UT,0,0,54370523.9552325,0
1820,UT,0,0,54370523.9552325,0
1821,UT,0,0,54370523.9552325,0
1823,UT,0,0,54370523.9552325,0
1824,UT,0,0,54370523.9552325,0
1825,UT,0,0,54370523.9552325,0
1826,UT,0,0,54370523.9552325,0
1827,UT,0,0,54370523.9552325,0
1828,UT,0,0,54370523.9552325,0
1829,UT,0,0,54370523.9552325,0
1830,UT,0,0,54370523.9552325,0
1831,UT,0,0,54370523.9552325,0
1832,UT,0,0,54370523.9552325,0
1833,UT,0,0,54370523.9552325,0
1835,UT,0,0,54370523.9552325,0
1836,UT,0,0,54370523.9552325,0
1837,UT,0,0,54370523.9552325,0
1838,UT,0,0,54370523.9552325,0
1839,UT,0,0,54370523.9552325,0
1842,UT,0,0,54370523.9552325,0
1846,UT,0,0,54370523.9552325,0
1847,UT,0,0,54370523.9552325,0
1848,UT,0,0,54370523.9552325,0
1851,UT,0,0,54370523.9552325,0
1852,UT,0,0,54370523.9552325,0
1853,UT,0,0,54370523.9552325,0
1854,UT,0,0,54370523.9552325,0
1855,UT,0,0,54370523.9552325,0
1856,UT,0,0,54370523.9552325,0
1857,UT,0,0,54370523.9552325,0
1858,UT,0,0,54370523.9552325,0
1859,UT,0,0,54370523.9552325,0
1860,UT,0,0,54370523.9552325,0
1861,UT,23956954.279133856,23956954.279133856,54370523.9552325,0.44062393621329615
1863,UT,8074327.901972212,32031282.18110607,54370523.9552325,0.5891295476107592
1864,UT,233813.36221826595,32265095.543324333,54370523.9552325,0.5934299174657707
1865,UT,0,32265095.543324333,54370523.9552325,0.5934299174657707
1866,UT,0,32265095.543324333,54370523.9552325,0.5934299174657707
1867,UT,0,32265095.543324333,54370523.9552325,0.5934299174657707
1868,UT,16191449.039319947,48456544.582644284,54370523.9552325,0.8912282070804088
1869,UT,0,48456544.582644284,54370523.9552325,0.8912282070804088
1870,UT,0,48456544.582644284,54370523.9552325,0.8912282070804088
1871,UT,0,48456544.582644284,54370523.9552325,0.8912282070804088
1872,UT,0,48456544.582644284,54370523.9552325,0.8912282070804088
1873,UT,0,48456544.582644284,54370523.9552325,0.8912282070804088
1874,UT,6147792.734806847,54604337.317451134,54370523.9552325,1
1875,UT,6024.215121876738,54610361.532573014,54370523.9552325,1
1876,UT,0,54610361.532573014,54370523.9552325,1
1877,UT,0,54610361.532573014,54370523.9552325,1
1878,UT,681.1097981431266,54611042.642371155,54370523.9552325,1
1879,UT,0,54611042.642371155,54370523.9552325,1
1880,UT,0,54611042.642371155,54370523.9552325,1
1881,UT,0,54611042.642371155,54370523.9552325,1
1882,UT,1797841.7063391444,56408884.3487103,54370523.9552325,1
1883,UT,0,56408884.3487103,54370523.9552325,1
1884,UT,548004.7939859527,56956889.142696254,54370523.9552325,1
1886,UT,0,56956889.142696254,54370523.9552325,1
1887,UT,0,56956889.142696254,54370523.9552325,1
1888,UT,0,56956889.142696254,54370523.9552325,1
1889,UT,0,56956889.142696254,54370523.9552325,1
1890,UT,0,56956889.142696254,54370523.9552325,1
1891,UT,0,56956889.142696254,54370523.9552325,1
1892,UT,0,56956889.142696254,54370523.9552325,1
1893,UT,0,56956889.142696254,54370523.9552325,1
1784,VA,0,0,25931926.760831572,0
1785,VA,0,0,25931926.760831572,0
1788,VA,0,0,25931926.760831572,0
1790,VA,0,0,25931926.760831572,0
1791,VA,0,0,25931926.760831572,0
1794,VA,0,0,25931926.760831572,0
1795,VA,25930847.987917904,25930847.987917904,25931926.760831572,0.9999583998164264
1796,VA,0,25930847.987917904,25931926.760831572,0.9999583998164264
1797,VA,0,25930847.987917904,25931926.760831572,0.9999583998164264
1798,VA,0,25930847.987917904,25931926.760831572,0.9999583998164264
1801,VA,0,25930847.987917904,25931926.760831572,0.9999583998164264
1802,VA,0,25930847.987917904,25931926.760831572,0.9999583998164264
1803,VA,0,25930847.987917904,25931926.760831572,0.9999583998164264
1804,VA,0,25930847.987917904,25931926.760831572,0.9999583998164264
1805,VA,1078.7729134421263,25931926.760831345,25931926.760831572,0.9999999999999912
1806,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1807,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1808,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1809,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1814,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1816,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1817,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1818,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1819,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1820,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1821,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1823,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1824,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1825,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1826,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1827,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1828,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1829,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1830,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1831,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1832,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1833,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1835,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1836,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1837,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1838,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1839,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1842,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1846,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1847,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1848,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1851,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1852,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1853,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1854,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1855,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1856,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1857,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1858,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1859,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1860,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1861,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1863,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1864,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1865,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1866,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1867,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1868,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1869,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1870,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1871,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1872,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
1873,VA,0,25931926.760831345,25931926.760831572,0.9999999999999912
