STUSPS,total_acres_2021,year,morill_acres,homestead_acres,morill_acres_cum,homestead_acres_cum
ME,21245880.84412982,1891,0,0,0,0
ME,21245880.84412982,1892,0,0,0,0
ME,21245880.84412982,1893,0,0,0,0
ME,21245880.84412982,1894,0,0,0,0
ME,21245880.84412982,1895,0,0,0,0
ME,21245880.84412982,1896,0,0,0,0
ME,21245880.84412982,1897,0,0,0,0
ME,21245880.84412982,1898,0,0,0,0
ME,21245880.84412982,1899,0,0,0,0
ME,21245880.84412982,1900,0,0,0,0
ME,21245880.84412982,1901,0,0,0,0
ME,21245880.84412982,1902,0,0,0,0
ME,21245880.84412982,1903,0,0,0,0
ME,21245880.84412982,1904,0,0,0,0
ME,21245880.84412982,1905,0,0,0,0
ME,21245880.84412982,1906,0,0,0,0
ME,21245880.84412982,1907,0,0,0,0
ME,21245880.84412982,1908,0,0,0,0
ME,21245880.84412982,1909,0,0,0,0
ME,21245880.84412982,1910,0,0,0,0
ME,21245880.84412982,1911,0,0,0,0
ME,21245880.84412982,1912,0,0,0,0
ME,21245880.84412982,1913,0,0,0,0
ME,21245880.84412982,1914,0,0,0,0
ME,21245880.84412982,1915,0,0,0,0
ME,21245880.84412982,1916,0,0,0,0
ME,21245880.84412982,1917,0,0,0,0
ME,21245880.84412982,1918,0,0,0,0
ME,21245880.84412982,1919,0,0,0,0
ME,21245880.84412982,1920,0,0,0,0
ME,21245880.84412982,1921,0,0,0,0
ME,21245880.84412982,1922,0,0,0,0
ME,21245880.84412982,1923,0,0,0,0
ME,21245880.84412982,1924,0,0,0,0
ME,21245880.84412982,1925,0,0,0,0
ME,21245880.84412982,1926,0,0,0,0
ME,21245880.84412982,1927,0,0,0,0
ME,21245880.84412982,1928,0,0,0,0
ME,21245880.84412982,1929,0,0,0,0
ME,21245880.84412982,1930,0,0,0,0
MI,37649175.2880441,1862,0,0,0,0
MI,37649175.2880441,1863,228986.72,0,228986.72,0
MI,37649175.2880441,1864,0,0,228986.72,0
MI,37649175.2880441,1865,171.05499999999998,0,229157.775,0
MI,37649175.2880441,1866,233725.35499999998,0,462883.13,0
MI,37649175.2880441,1867,136572.21,0,599455.34,0
MI,37649175.2880441,1868,251066.12000000023,61403,850521.4600000002,61403
MI,37649175.2880441,1869,157384.09999999995,78139,1007905.5600000002,139542
MI,37649175.2880441,1870,126391.19999999994,43082,1134296.76,182624
