STUSPS,total_acres_2021,year,morill_acres,homestead_acres,morill_acres_cum,homestead_acres_cum
AZ,73517528.31448689,1900,0,16820,960,231539
AZ,73517528.31448689,1901,0,18503,960,250042
AZ,73517528.31448689,1902,0,16943,960,266985
AZ,73517528.31448689,1903,0,24203,960,291188
AZ,73517528.31448689,1904,0,18092,960,309280
AZ,73517528.31448689,1905,0,19887,960,329167
AZ,73517528.31448689,1906,0,12737,960,341904
AZ,73517528.31448689,1907,0,14892,960,356796
AZ,73517528.31448689,1908,0,28483,960,385279
AZ,73517528.31448689,1909,0,27298,960,412577
AZ,73517528.31448689,1910,5074.24,35371,6034.24,447948
AZ,73517528.31448689,1911,716.73,54098,6750.969999999999,502046
AZ,73517528.31448689,1912,640,47038,7390.969999999999,549084
AZ,73517528.31448689,1913,0,94370,7390.969999999999,643454
AZ,73517528.31448689,1914,6168.38,120838,13559.349999999999,764292
AZ,73517528.31448689,1915,27859.54,118539,41418.89,882831
AZ,73517528.31448689,1916,40,171550,41458.89,1054381
AZ,73517528.31448689,1917,31070.45999999,151844,72529.34999999,1206225
AZ,73517528.31448689,1918,34041.08,142995,106570.42999999,1349220
AZ,73517528.31448689,1919,11858.09,127904,118428.51999998999,1477124
AZ,73517528.31448689,1920,800,153065,119228.51999998999,1630189
AZ,73517528.31448689,1921,7476.350000019996,177944,126704.87000000999,1808133
AZ,73517528.31448689,1922,0,141934,126704.87000000999,1950067
AZ,73517528.31448689,1923,13809.91999997,145531,140514.78999997998,2095598
AZ,73517528.31448689,1924,80,144333,140594.78999997998,2239931
AZ,73517528.31448689,1925,1280,144253,141874.78999997998,2384184
AZ,73517528.31448689,1926,0,118162,141874.78999997998,2502346
AZ,73517528.31448689,1927,0,120311,141874.78999997998,2622657
AZ,73517528.31448689,1928,0,63122,141874.78999997998,2685779
AZ,73517528.31448689,1929,0,106280,141874.78999997998,2792059
AZ,73517528.31448689,1930,0,95757,141874.78999997998,2887816
CA,101593708.35834907,1862,0,0,0,0
CA,101593708.35834907,1863,0,0,0,0
CA,101593708.35834907,1864,0,0,0,0
CA,101593708.35834907,1865,0,0,0,0
CA,101593708.35834907,1866,0,0,0,0
CA,101593708.35834907,1867,0,0,0,0
CA,101593708.35834907,1868,90674.16000000003,12286,90674.16000000003,12286
CA,101593708.35834907,1869,588039.7200000003,38570,678713.8800000004,50856
CA,101593708.35834907,1870,88023.41000000002,26232,766737.2900000004,77088
CA,101593708.35834907,1871,18385.87333332,30512,785123.1633333204,107600
CA,101593708.35834907,1872,271448.23499989964,21400,1056571.39833322,129000
CA,101593708.35834907,1873,172125.3345588,39514,1228696.7328920201,168514
CA,101593708.35834907,1874,365103.20472017996,27264,1593799.9376122002,195778
CA,101593708.35834907,1875,53513.743333370025,63282,1647313.68094557,259060
CA,101593708.35834907,1876,26601.221666699996,206580,1673914.90261227,465640
CA,101593708.35834907,1877,24743.28682982001,80277,1698658.18944209,545917
CA,101593708.35834907,1878,25568.26129983,120398,1724226.45074192,666315
CA,101593708.35834907,1879,2471.0433333299993,110423,1726697.4940752499,776738
CA,101593708.35834907,1880,6246.233333330001,111065,1732943.7274085798,887803
CA,101593708.35834907,1881,3993.27,162186,1736936.9974085798,1049989
CA,101593708.35834907,1882,4263.879999999999,185224,1741200.8774085797,1235213
CA,101593708.35834907,1883,10074.353260900003,170546,1751275.2306694796,1405759
CA,101593708.35834907,1884,1798.3478260999998,159578,1753073.5784955795,1565337
CA,101593708.35834907,1885,320.21276594999995,141335,1753393.7912615295,1706672
CA,101593708.35834907,1886,2263.1330850900003,126966,1755656.9243466195,1833638
CA,101593708.35834907,1887,0,124807,1755656.9243466195,1958445
CA,101593708.35834907,1888,4283.939999999998,142878,1759940.8643466195,2101323
CA,101593708.35834907,1889,777.06,154748,1760717.9243466195,2256071
CA,101593708.35834907,1890,1852.2700000000004,166405,1762570.1943466195,2422476
CA,101593708.35834907,1891,200,221257,1762770.1943466195,2643733
CA,101593708.35834907,1892,0,231526,1762770.1943466195,2875259
CA,101593708.35834907,1893,0,235643,1762770.1943466195,3110902
CA,101593708.35834907,1894,160,210279,1762930.1943466195,3321181
CA,101593708.35834907,1895,499.9700000000001,171494,1763430.1643466195,3492675
CA,101593708.35834907,1896,0,176595,1763430.1643466195,3669270
CA,101593708.35834907,1897,0,177663,1763430.1643466195,3846933
CA,101593708.35834907,1898,0,225694,1763430.1643466195,4072627
CA,101593708.35834907,1899,40,175382,1763470.1643466195,4248009
CA,101593708.35834907,1900,0,185598,1763470.1643466195,4433607
CA,101593708.35834907,1901,0,150369,1763470.1643466195,4583976
CA,101593708.35834907,1902,521.28,136006,1763991.4443466195,4719982
CA,101593708.35834907,1903,160,121952,1764151.4443466195,4841934
CA,101593708.35834907,1904,200,112639,1764351.4443466195,4954573
CA,101593708.35834907,1905,40,112609,1764391.4443466195,5067182
CA,101593708.35834907,1906,120,87873,1764511.4443466195,5155055
CA,101593708.35834907,1907,0,66579,1764511.4443466195,5221634
CA,101593708.35834907,1908,50.89,89571,1764562.3343466194,5311205
CA,101593708.35834907,1909,0,63226,1764562.3343466194,5374431
CA,101593708.35834907,1910,0,110765,1764562.3343466194,5485196
CA,101593708.35834907,1911,0,104263,1764562.3343466194,5589459
CA,101593708.35834907,1912,0,92224,1764562.3343466194,5681683
CA,101593708.35834907,1913,0,133565,1764562.3343466194,5815248
CA,101593708.35834907,1914,0,144127,1764562.3343466194,5959375
CA,101593708.35834907,1915,0,145469,1764562.3343466194,6104844
CA,101593708.35834907,1916,40,173416,1764602.3343466194,6278260
CA,101593708.35834907,1917,0,226931,1764602.3343466194,6505191
CA,101593708.35834907,1918,0,247702,1764602.3343466194,6752893
CA,101593708.35834907,1919,0,231031,1764602.3343466194,6983924
CA,101593708.35834907,1920,0,299836,1764602.3343466194,7283760
CA,101593708.35834907,1921,0,268274,1764602.3343466194,7552034
CA,101593708.35834907,1922,160,283767,1764762.3343466194,7835801
CA,101593708.35834907,1923,0,289785,1764762.3343466194,8125586
CA,101593708.35834907,1924,0,265269,1764762.3343466194,8390855
CA,101593708.35834907,1925,0,206964,1764762.3343466194,8597819
CA,101593708.35834907,1926,40,209241,1764802.3343466194,8807060
CA,101593708.35834907,1927,0,200930,1764802.3343466194,9007990
CA,101593708.35834907,1928,0,157444,1764802.3343466194,9165434
CA,101593708.35834907,1929,0,145624,1764802.3343466194,9311058
CA,101593708.35834907,1930,0,120205,1764802.3343466194,9431263
CO,66650971.27035877,1862,0,0,0,0
CO,66650971.27035877,1863,0,0,0,0
CO,66650971.27035877,1864,0,0,0,0
CO,66650971.27035877,1865,0,0,0,0
CO,66650971.27035877,1866,0,0,0,0
CO,66650971.27035877,1867,0,0,0,0
CO,66650971.27035877,1868,0,0,0,0
CO,66650971.27035877,1869,0,8837,0,8837
CO,66650971.27035877,1870,28460.69666666,11669,28460.69666666,20506
CO,66650971.27035877,1871,20372.193333330004,13223,48832.88999999,33729
CO,66650971.27035877,1872,68453.04999992003,10580,117285.93999991003,44309
CO,66650971.27035877,1873,73270.37000005005,15044,190556.30999996007,59353
CO,66650971.27035877,1874,33927.749999989996,13573,224484.05999995006,72926
CO,66650971.27035877,1875,4608.22000001,24533,229092.27999996007,97459
CO,66650971.27035877,1876,2867.7599999999998,35462,231960.03999996008,132921
CO,66650971.27035877,1877,3755.86,26489,235715.89999996006,159410
CO,66650971.27035877,1878,958.55,37479,236674.44999996005,196889
CO,66650971.27035877,1879,1000,42404,237674.44999996005,239293
CO,66650971.27035877,1880,480,58442,238154.44999996005,297735
CO,66650971.27035877,1881,880,70764,239034.44999996005,368499
CO,66650971.27035877,1882,876.61999999,78574,239911.06999995006,447073
CO,66650971.27035877,1883,516.39,107092,240427.45999995008,554165
CO,66650971.27035877,1884,3878.4097561,64303,244305.8697560501,618468
CO,66650971.27035877,1885,27799.5997561,58355,272105.4695121501,676823
CO,66650971.27035877,1886,30818.58360167,41591,302924.0531138201,718414
CO,66650971.27035877,1887,4379.88766667,49493,307303.9407804901,767907
CO,66650971.27035877,1888,3416.21458335,65675,310720.1553638401,833582
CO,66650971.27035877,1889,6997.81,97276,317717.9653638401,930858
CO,66650971.27035877,1890,10323.493999999999,113447,328041.4593638401,1044305
CO,66650971.27035877,1891,36.37,126817,328077.8293638401,1171122
CO,66650971.27035877,1892,0,144294,328077.8293638401,1315416
CO,66650971.27035877,1893,0,237808,328077.8293638401,1553224
CO,66650971.27035877,1894,0,222774,328077.8293638401,1775998
CO,66650971.27035877,1895,1755.54,174034,329833.3693638401,1950032
CO,66650971.27035877,1896,0,143640,329833.3693638401,2093672
CO,66650971.27035877,1897,0,101683,329833.3693638401,2195355
CO,66650971.27035877,1898,122.65800000000002,110887,329956.0273638401,2306242
CO,66650971.27035877,1899,0,138362,329956.0273638401,2444604
CO,66650971.27035877,1900,0,155268,329956.0273638401,2599872
CO,66650971.27035877,1901,0,133267,329956.0273638401,2733139
CO,66650971.27035877,1902,0,139149,329956.0273638401,2872288
CO,66650971.27035877,1903,0,116290,329956.0273638401,2988578
CO,66650971.27035877,1904,0,106679,329956.0273638401,3095257
CO,66650971.27035877,1905,0,137384,329956.0273638401,3232641
CO,66650971.27035877,1906,200,150030,330156.0273638401,3382671
CO,66650971.27035877,1907,97.795,188244,330253.82236384007,3570915
CO,66650971.27035877,1908,37.18,289824,330291.00236384006,3860739
CO,66650971.27035877,1909,48.43,293724,330339.43236384005,4154463
CO,66650971.27035877,1910,0,345183,330339.43236384005,4499646
CO,66650971.27035877,1911,0,353198,330339.43236384005,4852844
CO,66650971.27035877,1912,0,460222,330339.43236384005,5313066
CO,66650971.27035877,1913,0,1621484,330339.43236384005,6934550
CO,66650971.27035877,1914,0,1482382,330339.43236384005,8416932
CO,66650971.27035877,1915,18.47,928889,330357.90236384,9345821
CO,66650971.27035877,1916,0,767578,330357.90236384,10113399
CO,66650971.27035877,1917,15.94,1048996,330373.84236384,11162395
CO,66650971.27035877,1918,21.38,1138169,330395.22236384003,12300564
CO,66650971.27035877,1919,0,1209774,330395.22236384003,13510338
CO,66650971.27035877,1920,200,1617653,330595.22236384003,15127991
CO,66650971.27035877,1921,0,1244555,330595.22236384003,16372546
CO,66650971.27035877,1922,120,1220769,330715.22236384003,17593315
CO,66650971.27035877,1923,176.644,853981,330891.86636384,18447296
CO,66650971.27035877,1924,17.795,646608,330909.66136384,19093904
CO,66650971.27035877,1925,0,576716,330909.66136384,19670620
CO,66650971.27035877,1926,200.414,488046,331110.07536384,20158666
CO,66650971.27035877,1927,8.12,335026,331118.19536384,20493692
CO,66650971.27035877,1928,0,222384,331118.19536384,20716076
CO,66650971.27035877,1929,12.35,163427,331130.54536383995,20879503
CO,66650971.27035877,1930,0,138170,331130.54536383995,21017673
CT,3200218.068059834,1862,0,0,0,0
CT,3200218.068059834,1863,0,0,0,0
CT,3200218.068059834,1864,0,0,0,0
CT,3200218.068059834,1865,0,0,0,0
CT,3200218.068059834,1866,0,0,0,0
CT,3200218.068059834,1867,0,0,0,0
CT,3200218.068059834,1868,0,0,0,0
CT,3200218.068059834,1869,0,0,0,0
CT,3200218.068059834,1870,0,0,0,0
CT,3200218.068059834,1871,0,0,0,0
CT,3200218.068059834,1872,0,0,0,0
CT,3200218.068059834,1873,0,0,0,0
CT,3200218.068059834,1874,0,0,0,0
CT,3200218.068059834,1875,0,0,0,0
CT,3200218.068059834,1876,0,0,0,0
CT,3200218.068059834,1877,0,0,0,0
CT,3200218.068059834,1878,0,0,0,0
CT,3200218.068059834,1879,0,0,0,0
CT,3200218.068059834,1880,0,0,0,0
CT,3200218.068059834,1881,0,0,0,0
CT,3200218.068059834,1882,0,0,0,0
CT,3200218.068059834,1883,0,0,0,0
CT,3200218.068059834,1884,0,0,0,0
CT,3200218.068059834,1885,0,0,0,0
CT,3200218.068059834,1886,0,0,0,0
CT,3200218.068059834,1887,0,0,0,0
CT,3200218.068059834,1888,0,0,0,0
CT,3200218.068059834,1889,0,0,0,0
CT,3200218.068059834,1890,0,0,0,0
CT,3200218.068059834,1891,0,0,0,0
CT,3200218.068059834,1892,0,0,0,0
CT,3200218.068059834,1893,0,0,0,0
CT,3200218.068059834,1894,0,0,0,0
CT,3200218.068059834,1895,0,0,0,0
CT,3200218.068059834,1896,0,0,0,0
CT,3200218.068059834,1897,0,0,0,0
CT,3200218.068059834,1898,0,0,0,0
CT,3200218.068059834,1899,0,0,0,0
CT,3200218.068059834,1900,0,0,0,0
CT,3200218.068059834,1901,0,0,0,0
CT,3200218.068059834,1902,0,0,0,0
CT,3200218.068059834,1903,0,0,0,0
CT,3200218.068059834,1904,0,0,0,0
CT,3200218.068059834,1905,0,0,0,0
CT,3200218.068059834,1906,0,0,0,0
CT,3200218.068059834,1907,0,0,0,0
CT,3200218.068059834,1908,0,0,0,0
CT,3200218.068059834,1909,0,0,0,0
CT,3200218.068059834,1910,0,0,0,0
CT,3200218.068059834,1911,0,0,0,0
CT,3200218.068059834,1912,0,0,0,0
CT,3200218.068059834,1913,0,0,0,0
CT,3200218.068059834,1914,0,0,0,0
CT,3200218.068059834,1915,0,0,0,0
CT,3200218.068059834,1916,0,0,0,0
CT,3200218.068059834,1917,0,0,0,0
CT,3200218.068059834,1918,0,0,0,0
CT,3200218.068059834,1919,0,0,0,0
CT,3200218.068059834,1920,0,0,0,0
CT,3200218.068059834,1921,0,0,0,0
CT,3200218.068059834,1922,0,0,0,0
CT,3200218.068059834,1923,0,0,0,0
CT,3200218.068059834,1924,0,0,0,0
CT,3200218.068059834,1925,0,0,0,0
CT,3200218.068059834,1926,0,0,0,0
CT,3200218.068059834,1927,0,0,0,0
CT,3200218.068059834,1928,0,0,0,0
CT,3200218.068059834,1929,0,0,0,0
CT,3200218.068059834,1930,0,0,0,0
DE,1286866.7016035186,1862,0,0,0,0
DE,1286866.7016035186,1863,0,0,0,0
DE,1286866.7016035186,1864,0,0,0,0
DE,1286866.7016035186,1865,0,0,0,0
DE,1286866.7016035186,1866,0,0,0,0
DE,1286866.7016035186,1867,0,0,0,0
DE,1286866.7016035186,1868,0,0,0,0
DE,1286866.7016035186,1869,0,0,0,0
DE,1286866.7016035186,1870,0,0,0,0
DE,1286866.7016035186,1871,0,0,0,0
DE,1286866.7016035186,1872,0,0,0,0
DE,1286866.7016035186,1873,0,0,0,0
DE,1286866.7016035186,1874,0,0,0,0
DE,1286866.7016035186,1875,0,0,0,0
DE,1286866.7016035186,1876,0,0,0,0
DE,1286866.7016035186,1877,0,0,0,0
DE,1286866.7016035186,1878,0,0,0,0
DE,1286866.7016035186,1879,0,0,0,0
DE,1286866.7016035186,1880,0,0,0,0
DE,1286866.7016035186,1881,0,0,0,0
DE,1286866.7016035186,1882,0,0,0,0
DE,1286866.7016035186,1883,0,0,0,0
DE,1286866.7016035186,1884,0,0,0,0
DE,1286866.7016035186,1885,0,0,0,0
DE,1286866.7016035186,1886,0,0,0,0
DE,1286866.7016035186,1887,0,0,0,0
DE,1286866.7016035186,1888,0,0,0,0
DE,1286866.7016035186,1889,0,0,0,0
DE,1286866.7016035186,1890,0,0,0,0
DE,1286866.7016035186,1891,0,0,0,0
DE,1286866.7016035186,1892,0,0,0,0
DE,1286866.7016035186,1893,0,0,0,0
DE,1286866.7016035186,1894,0,0,0,0
DE,1286866.7016035186,1895,0,0,0,0
DE,1286866.7016035186,1896,0,0,0,0
DE,1286866.7016035186,1897,0,0,0,0
DE,1286866.7016035186,1898,0,0,0,0
DE,1286866.7016035186,1899,0,0,0,0
DE,1286866.7016035186,1900,0,0,0,0
DE,1286866.7016035186,1901,0,0,0,0
DE,1286866.7016035186,1902,0,0,0,0
DE,1286866.7016035186,1903,0,0,0,0
DE,1286866.7016035186,1904,0,0,0,0
DE,1286866.7016035186,1905,0,0,0,0
DE,1286866.7016035186,1906,0,0,0,0
DE,1286866.7016035186,1907,0,0,0,0
DE,1286866.7016035186,1908,0,0,0,0
DE,1286866.7016035186,1909,0,0,0,0
DE,1286866.7016035186,1910,0,0,0,0
DE,1286866.7016035186,1911,0,0,0,0
DE,1286866.7016035186,1912,0,0,0,0
DE,1286866.7016035186,1913,0,0,0,0
DE,1286866.7016035186,1914,0,0,0,0
DE,1286866.7016035186,1915,0,0,0,0
DE,1286866.7016035186,1916,0,0,0,0
DE,1286866.7016035186,1917,0,0,0,0
DE,1286866.7016035186,1918,0,0,0,0
DE,1286866.7016035186,1919,0,0,0,0
DE,1286866.7016035186,1920,0,0,0,0
DE,1286866.7016035186,1921,0,0,0,0
DE,1286866.7016035186,1922,0,0,0,0
DE,1286866.7016035186,1923,0,0,0,0
DE,1286866.7016035186,1924,0,0,0,0
DE,1286866.7016035186,1925,0,0,0,0
DE,1286866.7016035186,1926,0,0,0,0
DE,1286866.7016035186,1927,0,0,0,0
DE,1286866.7016035186,1928,0,0,0,0
DE,1286866.7016035186,1929,0,0,0,0
DE,1286866.7016035186,1930,0,0,0,0
FL,38544664.96057749,1862,0,0,0,0
FL,38544664.96057749,1863,0,0,0,0
FL,38544664.96057749,1864,0,0,0,0
FL,38544664.96057749,1865,0,0,0,0
FL,38544664.96057749,1866,0,0,0,0
FL,38544664.96057749,1867,0,0,0,0
FL,38544664.96057749,1868,0,0,0,0
FL,38544664.96057749,1869,0,0,0,0
FL,38544664.96057749,1870,0,0,0,0
FL,38544664.96057749,1871,0,0,0,0
FL,38544664.96057749,1872,0,1288,0,1288
FL,38544664.96057749,1873,0,2137,0,3425
FL,38544664.96057749,1874,0,32053,0,35478
FL,38544664.96057749,1875,0,31661,0,67139
FL,38544664.96057749,1876,0,28388,0,95527
FL,38544664.96057749,1877,0,17694,0,113221
FL,38544664.96057749,1878,0,23856,0,137077
FL,38544664.96057749,1879,0,22584,0,159661
FL,38544664.96057749,1880,0,33043,0,192704
FL,38544664.96057749,1881,0,69273,0,261977
FL,38544664.96057749,1882,160,91727,160,353704
FL,38544664.96057749,1883,0,90201,160,443905
FL,38544664.96057749,1884,0,68813,160,512718
FL,38544664.96057749,1885,0,58356,160,571074
FL,38544664.96057749,1886,0,56009,160,627083
FL,38544664.96057749,1887,0,46545,160,673628
FL,38544664.96057749,1888,0,104834,160,778462
FL,38544664.96057749,1889,0,81707,160,860169
FL,38544664.96057749,1890,0,125921,160,986090
FL,38544664.96057749,1891,0,127293,160,1113383
FL,38544664.96057749,1892,0,89524,160,1202907
FL,38544664.96057749,1893,0,77898,160,1280805
FL,38544664.96057749,1894,0,72122,160,1352927
FL,38544664.96057749,1895,0,79605,160,1432532
FL,38544664.96057749,1896,0,79218,160,1511750
FL,38544664.96057749,1897,0,95767,160,1607517
FL,38544664.96057749,1898,0,77529,160,1685046
FL,38544664.96057749,1899,0,83052,160,1768098
FL,38544664.96057749,1900,0,89852,160,1857950
FL,38544664.96057749,1901,0,90072,160,1948022
FL,38544664.96057749,1902,0,62762,160,2010784
FL,38544664.96057749,1903,799.87,55049,959.87,2065833
FL,38544664.96057749,1904,0,53557,959.87,2119390
FL,38544664.96057749,1905,0,77014,959.87,2196404
FL,38544664.96057749,1906,0,86362,959.87,2282766
FL,38544664.96057749,1907,0,50228,959.87,2332994
FL,38544664.96057749,1908,0,65589,959.87,2398583
FL,38544664.96057749,1909,0,62106,959.87,2460689
FL,38544664.96057749,1910,0,84270,959.87,2544959
FL,38544664.96057749,1911,0,91097,959.87,2636056
FL,38544664.96057749,1912,0,85495,959.87,2721551
FL,38544664.96057749,1913,0,72280,959.87,2793831
FL,38544664.96057749,1914,0,55908,959.87,2849739
FL,38544664.96057749,1915,0,43263,959.87,2893002
FL,38544664.96057749,1916,0,57978,959.87,2950980
FL,38544664.96057749,1917,0,67142,959.87,3018122
FL,38544664.96057749,1918,0,63002,959.87,3081124
FL,38544664.96057749,1919,0,33320,959.87,3114444
FL,38544664.96057749,1920,0,24485,959.87,3138929
FL,38544664.96057749,1921,0,19457,959.87,3158386
FL,38544664.96057749,1922,0,17213,959.87,3175599
FL,38544664.96057749,1923,0,13155,959.87,3188754
FL,38544664.96057749,1924,0,13780,959.87,3202534
FL,38544664.96057749,1925,0,13557,959.87,3216091
FL,38544664.96057749,1926,0,14881,959.87,3230972
FL,38544664.96057749,1927,0,43530,959.87,3274502
FL,38544664.96057749,1928,0,20982,959.87,3295484
FL,38544664.96057749,1929,0,12609,959.87,3308093
FL,38544664.96057749,1930,0,7236,959.87,3315329
GA,38187236.31201169,1862,0,0,0,0
GA,38187236.31201169,1863,0,0,0,0
GA,38187236.31201169,1864,0,0,0,0
GA,38187236.31201169,1865,0,0,0,0
GA,38187236.31201169,1866,0,0,0,0
GA,38187236.31201169,1867,0,0,0,0
GA,38187236.31201169,1868,0,0,0,0
GA,38187236.31201169,1869,0,0,0,0
GA,38187236.31201169,1870,0,0,0,0
GA,38187236.31201169,1871,0,0,0,0
GA,38187236.31201169,1872,0,0,0,0
GA,38187236.31201169,1873,0,0,0,0
GA,38187236.31201169,1874,0,0,0,0
GA,38187236.31201169,1875,0,0,0,0
GA,38187236.31201169,1876,0,0,0,0
GA,38187236.31201169,1877,0,0,0,0
GA,38187236.31201169,1878,0,0,0,0
GA,38187236.31201169,1879,0,0,0,0
GA,38187236.31201169,1880,0,0,0,0
GA,38187236.31201169,1881,0,0,0,0
GA,38187236.31201169,1882,0,0,0,0
GA,38187236.31201169,1883,0,0,0,0
GA,38187236.31201169,1884,0,0,0,0
GA,38187236.31201169,1885,0,0,0,0
GA,38187236.31201169,1886,0,0,0,0
GA,38187236.31201169,1887,0,0,0,0
GA,38187236.31201169,1888,0,0,0,0
GA,38187236.31201169,1889,0,0,0,0
GA,38187236.31201169,1890,0,0,0,0
GA,38187236.31201169,1891,0,0,0,0
GA,38187236.31201169,1892,0,0,0,0
GA,38187236.31201169,1893,0,0,0,0
GA,38187236.31201169,1894,0,0,0,0
GA,38187236.31201169,1895,0,0,0,0
GA,38187236.31201169,1896,0,0,0,0
GA,38187236.31201169,1897,0,0,0,0
GA,38187236.31201169,1898,0,0,0,0
GA,38187236.31201169,1899,0,0,0,0
GA,38187236.31201169,1900,0,0,0,0
GA,38187236.31201169,1901,0,0,0,0
GA,38187236.31201169,1902,0,0,0,0
GA,38187236.31201169,1903,0,0,0,0
GA,38187236.31201169,1904,0,0,0,0
GA,38187236.31201169,1905,0,0,0,0
GA,38187236.31201169,1906,0,0,0,0
GA,38187236.31201169,1907,0,0,0,0
GA,38187236.31201169,1908,0,0,0,0
GA,38187236.31201169,1909,0,0,0,0
GA,38187236.31201169,1910,0,0,0,0
GA,38187236.31201169,1911,0,0,0,0
GA,38187236.31201169,1912,0,0,0,0
GA,38187236.31201169,1913,0,0,0,0
GA,38187236.31201169,1914,0,0,0,0
GA,38187236.31201169,1915,0,0,0,0
GA,38187236.31201169,1916,0,0,0,0
GA,38187236.31201169,1917,0,0,0,0
GA,38187236.31201169,1918,0,0,0,0
GA,38187236.31201169,1919,0,0,0,0
GA,38187236.31201169,1920,0,0,0,0
GA,38187236.31201169,1921,0,0,0,0
GA,38187236.31201169,1922,0,0,0,0
GA,38187236.31201169,1923,0,0,0,0
GA,38187236.31201169,1924,0,0,0,0
GA,38187236.31201169,1925,0,0,0,0
GA,38187236.31201169,1926,0,0,0,0
GA,38187236.31201169,1927,0,0,0,0
GA,38187236.31201169,1928,0,0,0,0
GA,38187236.31201169,1929,0,0,0,0
GA,38187236.31201169,1930,0,0,0,0
IA,36121869.84781501,1862,197851.48,0,197851.48,0
IA,36121869.84781501,1863,0,0,197851.48,0
IA,36121869.84781501,1864,0,0,197851.48,0
IA,36121869.84781501,1865,0,0,197851.48,0
IA,36121869.84781501,1866,0,0,197851.48,0
IA,36121869.84781501,1867,160,0,198011.48,0
IA,36121869.84781501,1868,13280,8107,211291.48,8107
IA,36121869.84781501,1869,149635.88,12765,360927.36,20872
IA,36121869.84781501,1870,47342.38999999999,29652,408269.75,50524
IA,36121869.84781501,1871,9847.510000000002,39891,418117.26,90415
IA,36121869.84781501,1872,22069.35000001,33505,440186.61000001,123920
IA,36121869.84781501,1873,3200,75863,443386.61000001,199783
IA,36121869.84781501,1874,14485.95,84597,457872.56000001,284380
IA,36121869.84781501,1875,1760,137200,459632.56000001,421580
IA,36121869.84781501,1876,947.48,131744,460580.04000001,553324
IA,36121869.84781501,1877,456.87,118183,461036.91000001,671507
IA,36121869.84781501,1878,320,92350,461356.91000001,763857
IA,36121869.84781501,1879,0,49995,461356.91000001,813852
IA,36121869.84781501,1880,0,18116,461356.91000001,831968
IA,36121869.84781501,1881,0,8017,461356.91000001,839985
IA,36121869.84781501,1882,0,5482,461356.91000001,845467
IA,36121869.84781501,1883,0,5066,461356.91000001,850533
IA,36121869.84781501,1884,160,3618,461516.91000001,854151
IA,36121869.84781501,1885,0,2411,461516.91000001,856562
IA,36121869.84781501,1886,0,1890,461516.91000001,858452
IA,36121869.84781501,1887,0,1221,461516.91000001,859673
IA,36121869.84781501,1888,0,1422,461516.91000001,861095
IA,36121869.84781501,1889,0,1865,461516.91000001,862960
IA,36121869.84781501,1890,0,1000,461516.91000001,863960
IA,36121869.84781501,1891,0,2048,461516.91000001,866008
IA,36121869.84781501,1892,0,3586,461516.91000001,869594
IA,36121869.84781501,1893,0,11083,461516.91000001,880677
IA,36121869.84781501,1894,0,1098,461516.91000001,881775
IA,36121869.84781501,1895,160,1805,461676.91000001,883580
IA,36121869.84781501,1896,0,1640,461676.91000001,885220
IA,36121869.84781501,1897,0,1569,461676.91000001,886789
IA,36121869.84781501,1898,0,1049,461676.91000001,887838
IA,36121869.84781501,1899,0,1262,461676.91000001,889100
IA,36121869.84781501,1900,0,1456,461676.91000001,890556
IA,36121869.84781501,1901,0,8965,461676.91000001,899521
IA,36121869.84781501,1902,0,1520,461676.91000001,901041
IA,36121869.84781501,1903,0,547,461676.91000001,901588
IA,36121869.84781501,1904,0,410,461676.91000001,901998
IA,36121869.84781501,1905,0,49,461676.91000001,902047
IA,36121869.84781501,1906,0,699,461676.91000001,902746
IA,36121869.84781501,1907,0,207,461676.91000001,902953
IA,36121869.84781501,1908,0,109,461676.91000001,903062
IA,36121869.84781501,1909,0,52,461676.91000001,903114
IA,36121869.84781501,1910,0,80,461676.91000001,903194
IA,36121869.84781501,1911,0,0,461676.91000001,903194
IA,36121869.84781501,1912,0,0,461676.91000001,903194
IA,36121869.84781501,1913,0,0,461676.91000001,903194
IA,36121869.84781501,1914,0,0,461676.91000001,903194
IA,36121869.84781501,1915,0,0,461676.91000001,903194
IA,36121869.84781501,1916,0,0,461676.91000001,903194
IA,36121869.84781501,1917,0,0,461676.91000001,903194
IA,36121869.84781501,1918,0,0,461676.91000001,903194
IA,36121869.84781501,1919,0,0,461676.91000001,903194
IA,36121869.84781501,1920,0,0,461676.91000001,903194
IA,36121869.84781501,1921,0,0,461676.91000001,903194
IA,36121869.84781501,1922,0,0,461676.91000001,903194
IA,36121869.84781501,1923,0,0,461676.91000001,903194
IA,36121869.84781501,1924,0,0,461676.91000001,903194
IA,36121869.84781501,1925,0,0,461676.91000001,903194
IA,36121869.84781501,1926,0,0,461676.91000001,903194
IA,36121869.84781501,1927,0,0,461676.91000001,903194
IA,36121869.84781501,1928,0,0,461676.91000001,903194
IA,36121869.84781501,1929,0,0,461676.91000001,903194
IA,36121869.84781501,1930,0,0,461676.91000001,903194
ID,54000294.388454795,1862,0,0,0,0
ID,54000294.388454795,1863,0,0,0,0
ID,54000294.388454795,1864,0,0,0,0
ID,54000294.388454795,1865,0,0,0,0
ID,54000294.388454795,1866,0,0,0,0
ID,54000294.388454795,1867,0,0,0,0
ID,54000294.388454795,1868,0,0,0,0
ID,54000294.388454795,1869,0,0,0,0
ID,54000294.388454795,1870,0,0,0,0
ID,54000294.388454795,1871,0,0,0,0
ID,54000294.388454795,1872,0,0,0,0
