statename,year,hs_acres,hs_claims,state,statehood_year,region
Indiana,1906,1782,28,IN,1816,North Central
Indiana,1907,1782,28,IN,1816,North Central
Indiana,1908,1782,28,IN,1816,North Central
Indiana,1909,1782,28,IN,1816,North Central
Indiana,1910,1782,28,IN,1816,North Central
Indiana,1911,1782,28,IN,1816,North Central
Indiana,1912,1782,28,IN,1816,North Central
Indiana,1913,1782,28,IN,1816,North Central
Indiana,1914,1782,28,IN,1816,North Central
Indiana,1915,1782,28,IN,1816,North Central
Indiana,1916,1782,28,IN,1816,North Central
Indiana,1917,1782,28,IN,1816,North Central
Indiana,1918,1782,28,IN,1816,North Central
Indiana,1919,1782,28,IN,1816,North Central
Indiana,1920,1782,28,IN,1816,North Central
Indiana,1921,1782,28,IN,1816,North Central
Indiana,1922,1782,28,IN,1816,North Central
Indiana,1923,1782,28,IN,1816,North Central
Indiana,1924,1782,28,IN,1816,North Central
Indiana,1925,1782,28,IN,1816,North Central
Indiana,1926,1782,28,IN,1816,North Central
Indiana,1927,1782,28,IN,1816,North Central
Indiana,1928,1782,28,IN,1816,North Central
Indiana,1929,1782,28,IN,1816,North Central
Indiana,1930,1782,28,IN,1816,North Central
Indiana,1931,1782,28,IN,1816,North Central
Indiana,1932,1782,28,IN,1816,North Central
Indiana,1933,1782,28,IN,1816,North Central
Indiana,1934,1782,28,IN,1816,North Central
Indiana,1935,1782,28,IN,1816,North Central
Indiana,1936,1782,28,IN,1816,North Central
Indiana,1937,1782,28,IN,1816,North Central
Indiana,1938,1782,28,IN,1816,North Central
Indiana,1939,1782,28,IN,1816,North Central
Indiana,1940,1782,28,IN,1816,North Central
Indiana,1941,1782,28,IN,1816,North Central
Indiana,1942,1785,30,IN,1816,North Central
Indiana,1943,1785,30,IN,1816,North Central
Indiana,1944,1785,30,IN,1816,North Central
Indiana,1945,1785,30,IN,1816,North Central
Indiana,1946,1785,30,IN,1816,North Central
Indiana,1947,1785,30,IN,1816,North Central
Indiana,1948,1785,30,IN,1816,North Central
Indiana,1949,1785,30,IN,1816,North Central
Indiana,1950,1785,30,IN,1816,North Central
Indiana,1951,1785,30,IN,1816,North Central
Indiana,1952,1785,30,IN,1816,North Central
Indiana,1953,1785,30,IN,1816,North Central
Indiana,1954,1785,30,IN,1816,North Central
Indiana,1955,1785,30,IN,1816,North Central
Indiana,1956,1785,30,IN,1816,North Central
Indiana,1957,1785,30,IN,1816,North Central
Indiana,1958,1785,30,IN,1816,North Central
Indiana,1959,1785,30,IN,1816,North Central
Indiana,1960,1785,30,IN,1816,North Central
Indiana,1961,1785,30,IN,1816,North Central
Iowa,1868,8107,80,IA,1846,North Central
Iowa,1869,20872,195,IA,1846,North Central
Iowa,1870,50524,443,IA,1846,North Central
Iowa,1871,90415,791,IA,1846,North Central
Iowa,1872,123920,1111,IA,1846,North Central
Iowa,1873,199783,1852,IA,1846,North Central
Iowa,1874,284380,2623,IA,1846,North Central
Iowa,1875,421580,3951,IA,1846,North Central
Iowa,1876,553324,5187,IA,1846,North Central
Iowa,1877,671507,6369,IA,1846,North Central
Iowa,1878,763857,7348,IA,1846,North Central
Iowa,1879,813852,7887,IA,1846,North Central
Iowa,1880,831968,8105,IA,1846,North Central
Iowa,1881,839985,8194,IA,1846,North Central
Iowa,1882,845467,8263,IA,1846,North Central
Iowa,1883,850533,8323,IA,1846,North Central
Iowa,1884,854151,8371,IA,1846,North Central
Iowa,1885,856562,8406,IA,1846,North Central
Iowa,1886,858452,8433,IA,1846,North Central
Iowa,1887,859673,8447,IA,1846,North Central
Iowa,1888,861095,8465,IA,1846,North Central
Iowa,1889,862960,8485,IA,1846,North Central
Iowa,1890,863960,8495,IA,1846,North Central
Iowa,1891,866008,8515,IA,1846,North Central
Iowa,1892,869594,8545,IA,1846,North Central
Iowa,1893,880677,8631,IA,1846,North Central
Iowa,1894,881775,8642,IA,1846,North Central
Iowa,1895,883580,8661,IA,1846,North Central
Iowa,1896,885220,8675,IA,1846,North Central
Iowa,1897,886789,8694,IA,1846,North Central
Iowa,1898,887838,8709,IA,1846,North Central
Iowa,1899,889100,8722,IA,1846,North Central
Iowa,1900,890556,8736,IA,1846,North Central
Iowa,1901,899521,8803,IA,1846,North Central
Iowa,1902,901041,8820,IA,1846,North Central
Iowa,1903,901588,8828,IA,1846,North Central
Iowa,1904,901998,8835,IA,1846,North Central
Iowa,1905,902047,8836,IA,1846,North Central
Iowa,1906,902746,8844,IA,1846,North Central
Iowa,1907,902953,8847,IA,1846,North Central
Iowa,1908,903062,8849,IA,1846,North Central
Iowa,1909,903114,8850,IA,1846,North Central
Iowa,1910,903194,8851,IA,1846,North Central
Iowa,1911,903194,8851,IA,1846,North Central
Iowa,1912,903194,8851,IA,1846,North Central
Iowa,1913,903194,8851,IA,1846,North Central
Iowa,1914,903194,8851,IA,1846,North Central
Iowa,1915,903194,8851,IA,1846,North Central
Iowa,1916,903194,8851,IA,1846,North Central
Iowa,1917,903194,8851,IA,1846,North Central
Iowa,1918,903194,8851,IA,1846,North Central
Iowa,1919,903194,8851,IA,1846,North Central
Iowa,1920,903194,8851,IA,1846,North Central
Iowa,1921,903194,8851,IA,1846,North Central
Iowa,1922,903194,8851,IA,1846,North Central
Iowa,1923,903194,8851,IA,1846,North Central
Iowa,1924,903194,8851,IA,1846,North Central
Iowa,1925,903194,8851,IA,1846,North Central
Iowa,1926,903194,8851,IA,1846,North Central
Iowa,1927,903194,8851,IA,1846,North Central
Iowa,1928,903194,8851,IA,1846,North Central
Iowa,1929,903194,8851,IA,1846,North Central
Iowa,1930,903194,8851,IA,1846,North Central
Iowa,1931,903194,8851,IA,1846,North Central
Iowa,1932,903194,8851,IA,1846,North Central
Iowa,1933,903194,8851,IA,1846,North Central
Iowa,1934,903194,8851,IA,1846,North Central
Iowa,1935,903194,8851,IA,1846,North Central
Iowa,1936,903194,8851,IA,1846,North Central
Iowa,1937,903194,8851,IA,1846,North Central
Iowa,1938,903194,8851,IA,1846,North Central
Iowa,1939,903194,8851,IA,1846,North Central
Iowa,1940,903194,8851,IA,1846,North Central
Iowa,1941,903194,8851,IA,1846,North Central
Iowa,1942,903194,8851,IA,1846,North Central
Iowa,1943,903194,8851,IA,1846,North Central
Iowa,1944,903194,8851,IA,1846,North Central
Iowa,1945,903194,8851,IA,1846,North Central
Iowa,1946,903194,8851,IA,1846,North Central
Iowa,1947,903194,8851,IA,1846,North Central
Iowa,1948,903194,8851,IA,1846,North Central
Iowa,1949,903194,8851,IA,1846,North Central
Iowa,1950,903194,8851,IA,1846,North Central
Iowa,1951,903194,8851,IA,1846,North Central
Iowa,1952,903194,8851,IA,1846,North Central
Iowa,1953,903194,8851,IA,1846,North Central
Iowa,1954,903194,8851,IA,1846,North Central
Iowa,1955,903194,8851,IA,1846,North Central
Iowa,1956,903194,8851,IA,1846,North Central
Iowa,1957,903194,8851,IA,1846,North Central
Iowa,1958,903194,8851,IA,1846,North Central
Iowa,1959,903194,8851,IA,1846,North Central
Iowa,1960,903194,8851,IA,1846,North Central
Iowa,1961,903194,8851,IA,1846,North Central
Kansas,1868,68603,456,KS,1861,North Central
Kansas,1869,117174,849,KS,1861,North Central
Kansas,1870,154318,1101,KS,1861,North Central
Kansas,1871,193665,1410,KS,1861,North Central
Kansas,1872,258751,1942,KS,1861,North Central
Kansas,1873,415021,3144,KS,1861,North Central
Kansas,1874,631695,4782,KS,1861,North Central
Kansas,1875,976575,7360,KS,1861,North Central
Kansas,1876,1434168,10764,KS,1861,North Central
Kansas,1877,2002321,14954,KS,1861,North Central
Kansas,1878,2672659,20012,KS,1861,North Central
Kansas,1879,3187475,23751,KS,1861,North Central
Kansas,1880,3684188,27282,KS,1861,North Central
Kansas,1881,4161435,30556,KS,1861,North Central
Kansas,1882,4660735,34055,KS,1861,North Central
Kansas,1883,5166816,37572,KS,1861,North Central
Kansas,1884,5865088,42358,KS,1861,North Central
Kansas,1885,6466566,46489,KS,1861,North Central
Kansas,1886,6860954,49235,KS,1861,North Central
Kansas,1887,7167290,51366,KS,1861,North Central
Kansas,1888,7491193,53555,KS,1861,North Central
Kansas,1889,7794025,55585,KS,1861,North Central
Kansas,1890,8186029,58180,KS,1861,North Central
Kansas,1891,8774838,61993,KS,1861,North Central
Kansas,1892,9236363,65000,KS,1861,North Central
Kansas,1893,9689218,67932,KS,1861,North Central
Kansas,1894,9958371,69679,KS,1861,North Central
Kansas,1895,10124157,70766,KS,1861,North Central
Kansas,1896,10216171,71377,KS,1861,North Central
Kansas,1897,10311355,72005,KS,1861,North Central
Kansas,1898,10437309,72831,KS,1861,North Central
Kansas,1899,10567594,73693,KS,1861,North Central
Kansas,1900,10724574,74721,KS,1861,North Central
Kansas,1901,10816859,75339,KS,1861,North Central
Kansas,1902,10872671,75720,KS,1861,North Central
Kansas,1903,10916341,76011,KS,1861,North Central
Kansas,1904,10959523,76311,KS,1861,North Central
Kansas,1905,11012290,76679,KS,1861,North Central
Kansas,1906,11067675,77074,KS,1861,North Central
Kansas,1907,11144218,77584,KS,1861,North Central
Kansas,1908,11311268,78711,KS,1861,North Central
Kansas,1909,11526730,80118,KS,1861,North Central
Kansas,1910,11722659,81396,KS,1861,North Central
Kansas,1911,11927058,82720,KS,1861,North Central
Kansas,1912,12161136,84228,KS,1861,North Central
Kansas,1913,12451652,86121,KS,1861,North Central
Kansas,1914,12590687,87038,KS,1861,North Central
Kansas,1915,12659756,87497,KS,1861,North Central
Kansas,1916,12701854,87778,KS,1861,North Central
Kansas,1917,12758393,88154,KS,1861,North Central
Kansas,1918,12801846,88438,KS,1861,North Central
Kansas,1919,12868738,88788,KS,1861,North Central
Kansas,1920,12969104,89280,KS,1861,North Central
Kansas,1921,13012674,89495,KS,1861,North Central
Kansas,1922,13054519,89735,KS,1861,North Central
Kansas,1923,13072315,89841,KS,1861,North Central
Kansas,1924,13081071,89893,KS,1861,North Central
Kansas,1925,13089258,89945,KS,1861,North Central
Kansas,1926,13089258,89945,KS,1861,North Central
Kansas,1927,13089258,89945,KS,1861,North Central
Kansas,1928,13089258,89945,KS,1861,North Central
Kansas,1929,13089258,89945,KS,1861,North Central
Kansas,1930,13089258,89945,KS,1861,North Central
Kansas,1931,13089258,89945,KS,1861,North Central
Kansas,1932,13089258,89945,KS,1861,North Central
Kansas,1933,13089258,89945,KS,1861,North Central
Kansas,1934,13089258,89945,KS,1861,North Central
Kansas,1935,13089258,89945,KS,1861,North Central
Kansas,1936,13089258,89945,KS,1861,North Central
Kansas,1937,13089258,89945,KS,1861,North Central
Kansas,1938,13089258,89945,KS,1861,North Central
Kansas,1939,13089258,89945,KS,1861,North Central
Kansas,1940,13089258,89945,KS,1861,North Central
Kansas,1941,13089258,89945,KS,1861,North Central
Kansas,1942,13089258,89945,KS,1861,North Central
Kansas,1943,13089258,89945,KS,1861,North Central
Kansas,1944,13089258,89945,KS,1861,North Central
Kansas,1945,13089258,89945,KS,1861,North Central
Kansas,1946,13089258,89945,KS,1861,North Central
Kansas,1947,13089258,89945,KS,1861,North Central
Kansas,1948,13089258,89945,KS,1861,North Central
Kansas,1949,13089258,89945,KS,1861,North Central
Kansas,1950,13089258,89945,KS,1861,North Central
Kansas,1951,13089258,89945,KS,1861,North Central
Kansas,1952,13089258,89945,KS,1861,North Central
Kansas,1953,13089258,89945,KS,1861,North Central
Kansas,1954,13089258,89945,KS,1861,North Central
Kansas,1955,13089258,89945,KS,1861,North Central
Kansas,1956,13089258,89945,KS,1861,North Central
Kansas,1957,13089258,89945,KS,1861,North Central
Kansas,1958,13089258,89945,KS,1861,North Central
Kansas,1959,13089258,89945,KS,1861,North Central
Kansas,1960,13089258,89945,KS,1861,North Central
Kansas,1961,13089258,89945,KS,1861,North Central
Kentucky,1868,0,0,KY,1792,South
Kentucky,1869,0,0,KY,1792,South
Kentucky,1870,0,0,KY,1792,South
Kentucky,1871,0,0,KY,1792,South
Kentucky,1872,0,0,KY,1792,South
Kentucky,1873,0,0,KY,1792,South
Kentucky,1874,0,0,KY,1792,South
Kentucky,1875,0,0,KY,1792,South
Kentucky,1876,0,0,KY,1792,South
Kentucky,1877,0,0,KY,1792,South
Kentucky,1878,0,0,KY,1792,South
Kentucky,1879,0,0,KY,1792,South
Kentucky,1880,0,0,KY,1792,South
Kentucky,1881,0,0,KY,1792,South
Kentucky,1882,0,0,KY,1792,South
Kentucky,1883,0,0,KY,1792,South
Kentucky,1884,0,0,KY,1792,South
Kentucky,1885,0,0,KY,1792,South
Kentucky,1886,0,0,KY,1792,South
Kentucky,1887,0,0,KY,1792,South
Kentucky,1888,0,0,KY,1792,South
Kentucky,1889,0,0,KY,1792,South
Kentucky,1890,0,0,KY,1792,South
Kentucky,1891,0,0,KY,1792,South
Kentucky,1892,0,0,KY,1792,South
Kentucky,1893,0,0,KY,1792,South
Kentucky,1894,0,0,KY,1792,South
Kentucky,1895,0,0,KY,1792,South
Kentucky,1896,0,0,KY,1792,South
Kentucky,1897,0,0,KY,1792,South
Kentucky,1898,0,0,KY,1792,South
Kentucky,1899,0,0,KY,1792,South
Kentucky,1900,0,0,KY,1792,South
Kentucky,1901,0,0,KY,1792,South
Kentucky,1902,0,0,KY,1792,South
Kentucky,1903,0,0,KY,1792,South
Kentucky,1904,0,0,KY,1792,South
Kentucky,1905,0,0,KY,1792,South
Kentucky,1906,0,0,KY,1792,South
Kentucky,1907,0,0,KY,1792,South
Kentucky,1908,0,0,KY,1792,South
Kentucky,1909,0,0,KY,1792,South
Kentucky,1910,0,0,KY,1792,South
Kentucky,1911,0,0,KY,1792,South
Kentucky,1912,0,0,KY,1792,South
Kentucky,1913,0,0,KY,1792,South
Kentucky,1914,0,0,KY,1792,South
Kentucky,1915,0,0,KY,1792,South
Kentucky,1916,0,0,KY,1792,South
Kentucky,1917,0,0,KY,1792,South
Kentucky,1918,0,0,KY,1792,South
Kentucky,1919,0,0,KY,1792,South
Kentucky,1920,0,0,KY,1792,South
Kentucky,1921,0,0,KY,1792,South
Kentucky,1922,0,0,KY,1792,South
Kentucky,1923,0,0,KY,1792,South
Kentucky,1924,0,0,KY,1792,South
Kentucky,1925,0,0,KY,1792,South
Kentucky,1926,0,0,KY,1792,South
Kentucky,1927,0,0,KY,1792,South
Kentucky,1928,0,0,KY,1792,South
Kentucky,1929,0,0,KY,1792,South
Kentucky,1930,0,0,KY,1792,South
Kentucky,1931,0,0,KY,1792,South
Kentucky,1932,0,0,KY,1792,South
Kentucky,1933,0,0,KY,1792,South
Kentucky,1934,0,0,KY,1792,South
Kentucky,1935,0,0,KY,1792,South
Kentucky,1936,0,0,KY,1792,South
Kentucky,1937,0,0,KY,1792,South
Kentucky,1938,0,0,KY,1792,South
Kentucky,1939,0,0,KY,1792,South
Kentucky,1940,0,0,KY,1792,South
Kentucky,1941,0,0,KY,1792,South
Kentucky,1942,0,0,KY,1792,South
Kentucky,1943,0,0,KY,1792,South
Kentucky,1944,0,0,KY,1792,South
Kentucky,1945,0,0,KY,1792,South
Kentucky,1946,0,0,KY,1792,South
Kentucky,1947,0,0,KY,1792,South
Kentucky,1948,0,0,KY,1792,South
Kentucky,1949,0,0,KY,1792,South
Kentucky,1950,0,0,KY,1792,South
Kentucky,1951,0,0,KY,1792,South
Kentucky,1952,0,0,KY,1792,South
Kentucky,1953,0,0,KY,1792,South
Kentucky,1954,0,0,KY,1792,South
Kentucky,1955,0,0,KY,1792,South
Kentucky,1956,0,0,KY,1792,South
Kentucky,1957,0,0,KY,1792,South
Kentucky,1958,0,0,KY,1792,South
Kentucky,1959,0,0,KY,1792,South
Kentucky,1960,0,0,KY,1792,South
Kentucky,1961,0,0,KY,1792,South
Louisiana,1868,0,0,LA,1812,South
Louisiana,1869,0,0,LA,1812,South
Louisiana,1870,0,0,LA,1812,South
Louisiana,1871,0,0,LA,1812,South
Louisiana,1872,703,9,LA,1812,South
Louisiana,1873,1105,14,LA,1812,South
Louisiana,1874,4977,52,LA,1812,South
Louisiana,1875,26071,229,LA,1812,South
Louisiana,1876,56427,485,LA,1812,South
Louisiana,1877,99859,837,LA,1812,South
Louisiana,1878,151199,1243,LA,1812,South
Louisiana,1879,192245,1577,LA,1812,South
Louisiana,1880,217525,1774,LA,1812,South
Louisiana,1881,243995,2001,LA,1812,South
Louisiana,1882,264732,2188,LA,1812,South
Louisiana,1883,285729,2373,LA,1812,South
Louisiana,1884,307704,2551,LA,1812,South
Louisiana,1885,335750,2791,LA,1812,South
Louisiana,1886,354218,2953,LA,1812,South
Louisiana,1887,385505,3205,LA,1812,South
Louisiana,1888,417078,3454,LA,1812,South
Louisiana,1889,503222,4092,LA,1812,South
Louisiana,1890,600665,4811,LA,1812,South
Louisiana,1891,674176,5342,LA,1812,South
Louisiana,1892,770698,6061,LA,1812,South
Louisiana,1893,857001,6711,LA,1812,South
Louisiana,1894,934262,7332,LA,1812,South
Louisiana,1895,1030998,8089,LA,1812,South
Louisiana,1896,1136020,9022,LA,1812,South
Louisiana,1897,1297486,10291,LA,1812,South
Louisiana,1898,1403376,11147,LA,1812,South
Louisiana,1899,1509907,12037,LA,1812,South
Louisiana,1900,1623729,12973,LA,1812,South
Louisiana,1901,1751480,14071,LA,1812,South
Louisiana,1902,1881815,15236,LA,1812,South
Louisiana,1903,1987115,16197,LA,1812,South
Louisiana,1904,2040248,16725,LA,1812,South
Louisiana,1905,2123701,17524,LA,1812,South
Louisiana,1906,2198185,18304,LA,1812,South
Louisiana,1907,2262508,19015,LA,1812,South
Louisiana,1908,2322819,19706,LA,1812,South
Louisiana,1909,2364539,20222,LA,1812,South
Louisiana,1910,2391737,20558,LA,1812,South
Louisiana,1911,2421054,20939,LA,1812,South
Louisiana,1912,2443866,21240,LA,1812,South
Louisiana,1913,2467070,21556,LA,1812,South
Louisiana,1914,2481647,21764,LA,1812,South
Louisiana,1915,2492569,21922,LA,1812,South
Louisiana,1916,2502799,22075,LA,1812,South
Louisiana,1917,2514122,22239,LA,1812,South
Louisiana,1918,2525383,22398,LA,1812,South
Louisiana,1919,2534790,22534,LA,1812,South
Louisiana,1920,2539913,22618,LA,1812,South
Louisiana,1921,2542782,22669,LA,1812,South
Louisiana,1922,2548828,22760,LA,1812,South
Louisiana,1923,2551911,22823,LA,1812,South
Louisiana,1924,2555427,22880,LA,1812,South
Louisiana,1925,2557417,22919,LA,1812,South
Louisiana,1926,2558851,22946,LA,1812,South
Louisiana,1927,2559949,22964,LA,1812,South
Louisiana,1928,2559949,22964,LA,1812,South
Louisiana,1929,2559949,22964,LA,1812,South
Louisiana,1930,2559949,22964,LA,1812,South
Louisiana,1931,2559949,22964,LA,1812,South
Louisiana,1932,2559949,22964,LA,1812,South
Louisiana,1933,2559949,22964,LA,1812,South
Louisiana,1934,2559949,22964,LA,1812,South
Louisiana,1935,2559949,22964,LA,1812,South
Louisiana,1936,2559949,22964,LA,1812,South
Louisiana,1937,2559949,22964,LA,1812,South
Louisiana,1938,2559949,22964,LA,1812,South
Louisiana,1939,2559949,22964,LA,1812,South
Louisiana,1940,2559949,22964,LA,1812,South
Louisiana,1941,2559949,22964,LA,1812,South
Louisiana,1942,2560282,22969,LA,1812,South
Louisiana,1943,2560295,22970,LA,1812,South
Louisiana,1944,2560375,22972,LA,1812,South
Louisiana,1945,2560375,22972,LA,1812,South
Louisiana,1946,2560454,22974,LA,1812,South
Louisiana,1947,2560588,22976,LA,1812,South
Louisiana,1948,2560648,22977,LA,1812,South
Louisiana,1949,2560648,22977,LA,1812,South
Louisiana,1950,2560689,22978,LA,1812,South
Louisiana,1951,2560769,22980,LA,1812,South
Louisiana,1952,2560915,22982,LA,1812,South
Louisiana,1953,2561081,22984,LA,1812,South
Louisiana,1954,2561251,22985,LA,1812,South
Louisiana,1955,2561251,22985,LA,1812,South
Louisiana,1956,2561291,22986,LA,1812,South
Louisiana,1957,2561291,22986,LA,1812,South
Louisiana,1958,2561291,22986,LA,1812,South
Louisiana,1959,2561291,22986,LA,1812,South
Louisiana,1960,2561334,22988,LA,1812,South
Louisiana,1961,2561334,22988,LA,1812,South
Maine,1868,0,0,ME,1820,Northeast
Maine,1869,0,0,ME,1820,Northeast
Maine,1870,0,0,ME,1820,Northeast
Maine,1871,0,0,ME,1820,Northeast
Maine,1872,0,0,ME,1820,Northeast
Maine,1873,0,0,ME,1820,Northeast
Maine,1874,0,0,ME,1820,Northeast
Maine,1875,0,0,ME,1820,Northeast
Maine,1876,0,0,ME,1820,Northeast
Maine,1877,0,0,ME,1820,Northeast
Maine,1878,0,0,ME,1820,Northeast
Maine,1879,0,0,ME,1820,Northeast
Maine,1880,0,0,ME,1820,Northeast
Maine,1881,0,0,ME,1820,Northeast
Maine,1882,0,0,ME,1820,Northeast
Maine,1883,0,0,ME,1820,Northeast
Maine,1884,0,0,ME,1820,Northeast
Maine,1885,0,0,ME,1820,Northeast
Maine,1886,0,0,ME,1820,Northeast
Maine,1887,0,0,ME,1820,Northeast
Maine,1888,0,0,ME,1820,Northeast
Maine,1889,0,0,ME,1820,Northeast
Maine,1890,0,0,ME,1820,Northeast
Maine,1891,0,0,ME,1820,Northeast
Maine,1892,0,0,ME,1820,Northeast
Maine,1893,0,0,ME,1820,Northeast
Maine,1894,0,0,ME,1820,Northeast
Maine,1895,0,0,ME,1820,Northeast
Maine,1896,0,0,ME,1820,Northeast
Maine,1897,0,0,ME,1820,Northeast
Maine,1898,0,0,ME,1820,Northeast
Maine,1899,0,0,ME,1820,Northeast
Maine,1900,0,0,ME,1820,Northeast
Maine,1901,0,0,ME,1820,Northeast
Maine,1902,0,0,ME,1820,Northeast
Maine,1903,0,0,ME,1820,Northeast
Maine,1904,0,0,ME,1820,Northeast
Maine,1905,0,0,ME,1820,Northeast
Maine,1906,0,0,ME,1820,Northeast
Maine,1907,0,0,ME,1820,Northeast
Maine,1908,0,0,ME,1820,Northeast
Maine,1909,0,0,ME,1820,Northeast
Maine,1910,0,0,ME,1820,Northeast
Maine,1911,0,0,ME,1820,Northeast
Maine,1912,0,0,ME,1820,Northeast
Maine,1913,0,0,ME,1820,Northeast
Maine,1914,0,0,ME,1820,Northeast
Maine,1915,0,0,ME,1820,Northeast
Maine,1916,0,0,ME,1820,Northeast
Maine,1917,0,0,ME,1820,Northeast
Maine,1918,0,0,ME,1820,Northeast
Maine,1919,0,0,ME,1820,Northeast
Maine,1920,0,0,ME,1820,Northeast
Maine,1921,0,0,ME,1820,Northeast
Maine,1922,0,0,ME,1820,Northeast
Maine,1923,0,0,ME,1820,Northeast
Maine,1924,0,0,ME,1820,Northeast
Maine,1925,0,0,ME,1820,Northeast
Maine,1926,0,0,ME,1820,Northeast
Maine,1927,0,0,ME,1820,Northeast
Maine,1928,0,0,ME,1820,Northeast
Maine,1929,0,0,ME,1820,Northeast
Maine,1930,0,0,ME,1820,Northeast
Maine,1931,0,0,ME,1820,Northeast
Maine,1932,0,0,ME,1820,Northeast
Maine,1933,0,0,ME,1820,Northeast
Maine,1934,0,0,ME,1820,Northeast
Maine,1935,0,0,ME,1820,Northeast
Maine,1936,0,0,ME,1820,Northeast
Maine,1937,0,0,ME,1820,Northeast
Maine,1938,0,0,ME,1820,Northeast
Maine,1939,0,0,ME,1820,Northeast
Maine,1940,0,0,ME,1820,Northeast
Maine,1941,0,0,ME,1820,Northeast
Maine,1942,0,0,ME,1820,Northeast
Maine,1943,0,0,ME,1820,Northeast
Maine,1944,0,0,ME,1820,Northeast
Maine,1945,0,0,ME,1820,Northeast
Maine,1946,0,0,ME,1820,Northeast
Maine,1947,0,0,ME,1820,Northeast
Maine,1948,0,0,ME,1820,Northeast
Maine,1949,0,0,ME,1820,Northeast
Maine,1950,0,0,ME,1820,Northeast
Maine,1951,0,0,ME,1820,Northeast
Maine,1952,0,0,ME,1820,Northeast
Maine,1953,0,0,ME,1820,Northeast
Maine,1954,0,0,ME,1820,Northeast
Maine,1955,0,0,ME,1820,Northeast
Maine,1956,0,0,ME,1820,Northeast
Maine,1957,0,0,ME,1820,Northeast
Maine,1958,0,0,ME,1820,Northeast
Maine,1959,0,0,ME,1820,Northeast
Maine,1960,0,0,ME,1820,Northeast
Maine,1961,0,0,ME,1820,Northeast
Maryland,1868,0,0,MD,1788,South
Maryland,1869,0,0,MD,1788,South
Maryland,1870,0,0,MD,1788,South
Maryland,1871,0,0,MD,1788,South
Maryland,1872,0,0,MD,1788,South
Maryland,1873,0,0,MD,1788,South
Maryland,1874,0,0,MD,1788,South
Maryland,1875,0,0,MD,1788,South
Maryland,1876,0,0,MD,1788,South
Maryland,1877,0,0,MD,1788,South
Maryland,1878,0,0,MD,1788,South
Maryland,1879,0,0,MD,1788,South
Maryland,1880,0,0,MD,1788,South
Maryland,1881,0,0,MD,1788,South
Maryland,1882,0,0,MD,1788,South
Maryland,1883,0,0,MD,1788,South
Maryland,1884,0,0,MD,1788,South
Maryland,1885,0,0,MD,1788,South
Maryland,1886,0,0,MD,1788,South
Maryland,1887,0,0,MD,1788,South
Maryland,1888,0,0,MD,1788,South
Maryland,1889,0,0,MD,1788,South
Maryland,1890,0,0,MD,1788,South
Maryland,1891,0,0,MD,1788,South
Maryland,1892,0,0,MD,1788,South
Maryland,1893,0,0,MD,1788,South
Maryland,1894,0,0,MD,1788,South
Maryland,1895,0,0,MD,1788,South
Maryland,1896,0,0,MD,1788,South
Maryland,1897,0,0,MD,1788,South
Maryland,1898,0,0,MD,1788,South
Maryland,1899,0,0,MD,1788,South
Maryland,1900,0,0,MD,1788,South
Maryland,1901,0,0,MD,1788,South
Maryland,1902,0,0,MD,1788,South
Maryland,1903,0,0,MD,1788,South
Maryland,1904,0,0,MD,1788,South
Maryland,1905,0,0,MD,1788,South
Maryland,1906,0,0,MD,1788,South
Maryland,1907,0,0,MD,1788,South
Maryland,1908,0,0,MD,1788,South
Maryland,1909,0,0,MD,1788,South
Maryland,1910,0,0,MD,1788,South
Maryland,1911,0,0,MD,1788,South
Maryland,1912,0,0,MD,1788,South
Maryland,1913,0,0,MD,1788,South
Maryland,1914,0,0,MD,1788,South
Maryland,1915,0,0,MD,1788,South
Maryland,1916,0,0,MD,1788,South
Maryland,1917,0,0,MD,1788,South
Maryland,1918,0,0,MD,1788,South
Maryland,1919,0,0,MD,1788,South
Maryland,1920,0,0,MD,1788,South
Maryland,1921,0,0,MD,1788,South
Maryland,1922,0,0,MD,1788,South
Maryland,1923,0,0,MD,1788,South
Maryland,1924,0,0,MD,1788,South
Maryland,1925,0,0,MD,1788,South
Maryland,1926,0,0,MD,1788,South
Maryland,1927,0,0,MD,1788,South
Maryland,1928,0,0,MD,1788,South
Maryland,1929,0,0,MD,1788,South
Maryland,1930,0,0,MD,1788,South
Maryland,1931,0,0,MD,1788,South
Maryland,1932,0,0,MD,1788,South
Maryland,1933,0,0,MD,1788,South
Maryland,1934,0,0,MD,1788,South
Maryland,1935,0,0,MD,1788,South
Maryland,1936,0,0,MD,1788,South
Maryland,1937,0,0,MD,1788,South
Maryland,1938,0,0,MD,1788,South
Maryland,1939,0,0,MD,1788,South
Maryland,1940,0,0,MD,1788,South
Maryland,1941,0,0,MD,1788,South
Maryland,1942,0,0,MD,1788,South
Maryland,1943,0,0,MD,1788,South
Maryland,1944,0,0,MD,1788,South
Maryland,1945,0,0,MD,1788,South
Maryland,1946,0,0,MD,1788,South
Maryland,1947,0,0,MD,1788,South
Maryland,1948,0,0,MD,1788,South
Maryland,1949,0,0,MD,1788,South
Maryland,1950,0,0,MD,1788,South
Maryland,1951,0,0,MD,1788,South
Maryland,1952,0,0,MD,1788,South
Maryland,1953,0,0,MD,1788,South
Maryland,1954,0,0,MD,1788,South
Maryland,1955,0,0,MD,1788,South
Maryland,1956,0,0,MD,1788,South
Maryland,1957,0,0,MD,1788,South
Maryland,1958,0,0,MD,1788,South
